Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
RNAi-S5-2_R1_001_trimmed_2U	(50, 7534.0)	(55, 6983.0)	(60, 6567.0)	(65, 6164.0)	(70, 5613.0)	(75, 5414.0)	(80, 5142.0)	(85, 4901.0)	(90, 4581.0)	(95, 4572.0)	(100, 4325.0)	(105, 4345.0)	(110, 3998.0)	(115, 4011.0)	(120, 4073.0)	(125, 4127.0)	(130, 3944.0)	(135, 3954.0)	(140, 3744.0)	(145, 15470.0)	(150, 104458.0)
RNAi-S5-3_R1_001_trimmed_1P	(50, 21588.0)	(55, 21447.0)	(60, 21389.0)	(65, 20975.0)	(70, 21020.0)	(75, 20614.0)	(80, 21140.0)	(85, 22108.0)	(90, 21525.0)	(95, 21501.0)	(100, 22710.0)	(105, 23199.0)	(110, 23883.0)	(115, 25176.0)	(120, 24991.0)	(125, 27552.0)	(130, 28318.0)	(135, 27847.0)	(140, 30126.0)	(145, 377118.0)	(150, 18869543.0)
RNAi-S5-3_R1_001_trimmed_1U	(50, 20918.0)	(55, 22394.0)	(60, 26735.0)	(65, 31109.0)	(70, 39687.0)	(75, 48164.0)	(80, 61177.0)	(85, 76371.0)	(90, 96755.0)	(95, 119996.0)	(100, 144669.0)	(105, 168118.0)	(110, 195882.0)	(115, 232585.0)	(120, 263561.0)	(125, 303660.0)	(130, 343216.0)	(135, 388215.0)	(140, 251711.0)	(145, 23345.0)	(150, 220354.0)
RNAi-S5-3_R1_001_trimmed_2P	(50, 34408.0)	(55, 33741.0)	(60, 35741.0)	(65, 37888.0)	(70, 33625.0)	(75, 35778.0)	(80, 37447.0)	(85, 40565.0)	(90, 39920.0)	(95, 44329.0)	(100, 41393.0)	(105, 42411.0)	(110, 43861.0)	(115, 47896.0)	(120, 49745.0)	(125, 55609.0)	(130, 57973.0)	(135, 59948.0)	(140, 64214.0)	(145, 768196.0)	(150, 18089082.0)
RNAi-S5-3_R1_001_trimmed_2U	(50, 6584.0)	(55, 6172.0)	(60, 5852.0)	(65, 5525.0)	(70, 5054.0)	(75, 4852.0)	(80, 4710.0)	(85, 4431.0)	(90, 4296.0)	(95, 4060.0)	(100, 3863.0)	(105, 3864.0)	(110, 3791.0)	(115, 3788.0)	(120, 3605.0)	(125, 3823.0)	(130, 3776.0)	(135, 3540.0)	(140, 3682.0)	(145, 15379.0)	(150, 107144.0)
RNAi-WYS-1_R1_001_trimmed_1P	(50, 20458.0)	(55, 20448.0)	(60, 20465.0)	(65, 19910.0)	(70, 20339.0)	(75, 19869.0)	(80, 20044.0)	(85, 20298.0)	(90, 20511.0)	(95, 20989.0)	(100, 22416.0)	(105, 22617.0)	(110, 23161.0)	(115, 24793.0)	(120, 24664.0)	(125, 27767.0)	(130, 28684.0)	(135, 28662.0)	(140, 30371.0)	(145, 374760.0)	(150, 18766989.0)
RNAi-WYS-1_R1_001_trimmed_1U	(50, 22832.0)	(55, 24240.0)	(60, 27686.0)	(65, 32408.0)	(70, 38726.0)	(75, 47602.0)	(80, 58998.0)	(85, 72331.0)	(90, 89483.0)	(95, 109415.0)	(100, 130841.0)	(105, 151774.0)	(110, 174370.0)	(115, 205796.0)	(120, 234277.0)	(125, 268172.0)	(130, 303038.0)	(135, 340007.0)	(140, 222025.0)	(145, 31822.0)	(150, 317410.0)
RNAi-WYS-1_R1_001_trimmed_2P	(50, 42642.0)	(55, 41736.0)	(60, 43412.0)	(65, 44793.0)	(70, 42503.0)	(75, 45320.0)	(80, 47153.0)	(85, 49404.0)	(90, 49595.0)	(95, 51303.0)	(100, 52499.0)	(105, 53779.0)	(110, 55499.0)	(115, 60827.0)	(120, 64001.0)	(125, 70888.0)	(130, 73370.0)	(135, 75688.0)	(140, 80588.0)	(145, 871378.0)	(150, 17661837.0)
RNAi-WYS-1_R1_001_trimmed_2U	(50, 6990.0)	(55, 6360.0)	(60, 5967.0)	(65, 5667.0)	(70, 5259.0)	(75, 4975.0)	(80, 4765.0)	(85, 4598.0)	(90, 4180.0)	(95, 4180.0)	(100, 3812.0)	(105, 3875.0)	(110, 3534.0)	(115, 3800.0)	(120, 3524.0)	(125, 3705.0)	(130, 3546.0)	(135, 3340.0)	(140, 3338.0)	(145, 13912.0)	(150, 93236.0)
RNAi-WYS-2_R1_001_trimmed_1P	(50, 20741.0)	(55, 20408.0)	(60, 20901.0)	(65, 20045.0)	(70, 20374.0)	(75, 20195.0)	(80, 20323.0)	(85, 20937.0)	(90, 21180.0)	(95, 21221.0)	(100, 22921.0)	(105, 23232.0)	(110, 23279.0)	(115, 24609.0)	(120, 24506.0)	(125, 27490.0)	(130, 28722.0)	(135, 27861.0)	(140, 30505.0)	(145, 388114.0)	(150, 19284219.0)
RNAi-WYS-2_R1_001_trimmed_1U	(50, 23453.0)	(55, 25120.0)	(60, 27985.0)	(65, 31929.0)	(70, 38779.0)	(75, 46898.0)	(80, 58554.0)	(85, 71920.0)	(90, 91168.0)	(95, 114056.0)	(100, 139060.0)	(105, 162452.0)	(110, 189597.0)	(115, 225857.0)	(120, 258165.0)	(125, 298141.0)	(130, 340396.0)	(135, 378625.0)	(140, 247219.0)	(145, 37088.0)	(150, 365654.0)
RNAi-WYS-2_R1_001_trimmed_2P	(50, 47758.0)	(55, 47173.0)	(60, 48398.0)	(65, 49867.0)	(70, 47537.0)	(75, 51267.0)	(80, 53416.0)	(85, 55874.0)	(90, 55963.0)	(95, 57523.0)	(100, 58947.0)	(105, 60607.0)	(110, 63079.0)	(115, 68085.0)	(120, 71765.0)	(125, 78968.0)	(130, 82208.0)	(135, 83893.0)	(140, 89023.0)	(145, 934519.0)	(150, 18005913.0)
RNAi-WYS-2_R1_001_trimmed_2U	(50, 7127.0)	(55, 6517.0)	(60, 6202.0)	(65, 5673.0)	(70, 5337.0)	(75, 5010.0)	(80, 4893.0)	(85, 4603.0)	(90, 4378.0)	(95, 4380.0)	(100, 4171.0)	(105, 3893.0)	(110, 3713.0)	(115, 3676.0)	(120, 3646.0)	(125, 3769.0)	(130, 3619.0)	(135, 3470.0)	(140, 3397.0)	(145, 13996.0)	(150, 92546.0)
RNAi-WYS-3_R1_001_trimmed_1P	(50, 26731.0)	(55, 27075.0)	(60, 26851.0)	(65, 25883.0)	(70, 26237.0)	(75, 25661.0)	(80, 25948.0)	(85, 26014.0)	(90, 26467.0)	(95, 26561.0)	(100, 28567.0)	(105, 28630.0)	(110, 29577.0)	(115, 31386.0)	(120, 31051.0)	(125, 34356.0)	(130, 35448.0)	(135, 34884.0)	(140, 38065.0)	(145, 458918.0)	(150, 23668379.0)
RNAi-WYS-3_R1_001_trimmed_1U	(50, 31905.0)	(55, 34976.0)	(60, 42082.0)	(65, 51724.0)	(70, 64285.0)	(75, 80199.0)	(80, 99377.0)	(85, 121047.0)	(90, 149628.0)	(95, 185494.0)	(100, 222445.0)	(105, 256664.0)	(110, 299203.0)	(115, 349713.0)	(120, 400420.0)	(125, 457960.0)	(130, 511989.0)	(135, 572428.0)	(140, 368648.0)	(145, 28357.0)	(150, 259782.0)
RNAi-WYS-3_R1_001_trimmed_2P	(50, 38838.0)	(55, 38308.0)	(60, 39887.0)	(65, 41866.0)	(70, 39697.0)	(75, 42659.0)	(80, 44502.0)	(85, 47027.0)	(90, 47203.0)	(95, 49106.0)	(100, 50155.0)	(105, 52237.0)	(110, 54647.0)	(115, 59341.0)	(120, 63098.0)	(125, 70087.0)	(130, 73406.0)	(135, 76852.0)	(140, 81758.0)	(145, 976641.0)	(150, 22695374.0)
RNAi-WYS-3_R1_001_trimmed_2U	(50, 8109.0)	(55, 7576.0)	(60, 7090.0)	(65, 6827.0)	(70, 6324.0)	(75, 6024.0)	(80, 6008.0)	(85, 5530.0)	(90, 5336.0)	(95, 5156.0)	(100, 4979.0)	(105, 4965.0)	(110, 4890.0)	(115, 4749.0)	(120, 4773.0)	(125, 5017.0)	(130, 4708.0)	(135, 4537.0)	(140, 4527.0)	(145, 19396.0)	(150, 130688.0)
RNAi-gam-1_R1_001_trimmed_1P	(50, 19159.0)	(55, 19305.0)	(60, 19190.0)	(65, 18499.0)	(70, 18985.0)	(75, 18712.0)	(80, 18910.0)	(85, 19328.0)	(90, 19335.0)	(95, 19995.0)	(100, 21464.0)	(105, 21565.0)	(110, 21985.0)	(115, 23206.0)	(120, 23084.0)	(125, 25752.0)	(130, 26828.0)	(135, 26618.0)	(140, 28905.0)	(145, 354858.0)	(150, 17397211.0)
RNAi-gam-1_R1_001_trimmed_1U	(50, 21154.0)	(55, 22033.0)	(60, 25704.0)	(65, 29146.0)	(70, 35758.0)	(75, 44300.0)	(80, 55333.0)	(85, 69498.0)	(90, 88827.0)	(95, 111602.0)	(100, 135505.0)	(105, 161314.0)	(110, 189889.0)	(115, 224570.0)	(120, 259564.0)	(125, 298499.0)	(130, 338538.0)	(135, 376634.0)	(140, 244630.0)	(145, 26790.0)	(150, 249543.0)
RNAi-gam-1_R1_001_trimmed_2P	(50, 36761.0)	(55, 36100.0)	(60, 37687.0)	(65, 39213.0)	(70, 37204.0)	(75, 39490.0)	(80, 41557.0)	(85, 43785.0)	(90, 43681.0)	(95, 45480.0)	(100, 46339.0)	(105, 47734.0)	(110, 49978.0)	(115, 54708.0)	(120, 57525.0)	(125, 64001.0)	(130, 66035.0)	(135, 68395.0)	(140, 73481.0)	(145, 808892.0)	(150, 16424848.0)
RNAi-gam-1_R1_001_trimmed_2U	(50, 6365.0)	(55, 5812.0)	(60, 5649.0)	(65, 5224.0)	(70, 4843.0)	(75, 4646.0)	(80, 4438.0)	(85, 4136.0)	(90, 4012.0)	(95, 3893.0)	(100, 3711.0)	(105, 3570.0)	(110, 3497.0)	(115, 3427.0)	(120, 3407.0)	(125, 3496.0)	(130, 3255.0)	(135, 3202.0)	(140, 3145.0)	(145, 13120.0)	(150, 86319.0)
RNAi-gam-2_R1_001_trimmed_1P	(50, 22033.0)	(55, 22229.0)	(60, 22035.0)	(65, 21432.0)	(70, 21648.0)	(75, 21426.0)	(80, 21985.0)	(85, 22207.0)	(90, 22434.0)	(95, 22907.0)	(100, 24273.0)	(105, 24767.0)	(110, 25086.0)	(115, 26776.0)	(120, 26740.0)	(125, 29658.0)	(130, 30920.0)	(135, 30217.0)	(140, 32524.0)	(145, 407700.0)	(150, 19754560.0)
RNAi-gam-2_R1_001_trimmed_1U	(50, 23611.0)	(55, 25270.0)	(60, 29337.0)	(65, 33776.0)	(70, 41401.0)	(75, 50937.0)	(80, 64840.0)	(85, 81199.0)	(90, 104304.0)	(95, 133456.0)	(100, 162893.0)	(105, 188284.0)	(110, 219234.0)	(115, 261829.0)	(120, 298347.0)	(125, 345046.0)	(130, 389562.0)	(135, 430411.0)	(140, 278461.0)	(145, 36199.0)	(150, 361326.0)
RNAi-gam-2_R1_001_trimmed_2P	(50, 46691.0)	(55, 46515.0)	(60, 48216.0)	(65, 49721.0)	(70, 47051.0)	(75, 49921.0)	(80, 52615.0)	(85, 54652.0)	(90, 54624.0)	(95, 56686.0)	(100, 56888.0)	(105, 59295.0)	(110, 60942.0)	(115, 66515.0)	(120, 69518.0)	(125, 77726.0)	(130, 79594.0)	(135, 82087.0)	(140, 86887.0)	(145, 921786.0)	(150, 18565627.0)
RNAi-gam-2_R1_001_trimmed_2U	(50, 6988.0)	(55, 6364.0)	(60, 6049.0)	(65, 5650.0)	(70, 5272.0)	(75, 5024.0)	(80, 4870.0)	(85, 4617.0)	(90, 4324.0)	(95, 4174.0)	(100, 4055.0)	(105, 3877.0)	(110, 3854.0)	(115, 3799.0)	(120, 3681.0)	(125, 3767.0)	(130, 3680.0)	(135, 3530.0)	(140, 3588.0)	(145, 14594.0)	(150, 96332.0)
RNAi-gam-3_R1_001_trimmed_1P	(50, 26251.0)	(55, 25940.0)	(60, 25491.0)	(65, 25256.0)	(70, 25423.0)	(75, 25183.0)	(80, 25079.0)	(85, 25535.0)	(90, 25690.0)	(95, 26616.0)	(100, 27929.0)	(105, 28727.0)	(110, 28921.0)	(115, 30523.0)	(120, 30600.0)	(125, 34047.0)	(130, 34984.0)	(135, 34512.0)	(140, 37420.0)	(145, 458259.0)	(150, 22640706.0)
RNAi-gam-3_R1_001_trimmed_1U	(50, 28314.0)	(55, 29962.0)	(60, 33987.0)	(65, 39422.0)	(70, 48459.0)	(75, 59409.0)	(80, 74625.0)	(85, 93000.0)	(90, 115722.0)	(95, 142868.0)	(100, 171665.0)	(105, 205595.0)	(110, 242228.0)	(115, 281584.0)	(120, 325519.0)	(125, 370543.0)	(130, 413410.0)	(135, 462311.0)	(140, 300357.0)	(145, 41284.0)	(150, 406002.0)
RNAi-gam-3_R1_001_trimmed_2P	(50, 53735.0)	(55, 53250.0)	(60, 55066.0)	(65, 56502.0)	(70, 55071.0)	(75, 57563.0)	(80, 59891.0)	(85, 62278.0)	(90, 63313.0)	(95, 64579.0)	(100, 66219.0)	(105, 68464.0)	(110, 69947.0)	(115, 77103.0)	(120, 80908.0)	(125, 89876.0)	(130, 93440.0)	(135, 95190.0)	(140, 101580.0)	(145, 1067850.0)	(150, 21251267.0)
RNAi-gam-3_R1_001_trimmed_2U	(50, 8033.0)	(55, 7428.0)	(60, 7067.0)	(65, 6820.0)	(70, 6110.0)	(75, 5971.0)	(80, 5645.0)	(85, 5425.0)	(90, 5168.0)	(95, 5143.0)	(100, 4743.0)	(105, 4683.0)	(110, 4376.0)	(115, 4420.0)	(120, 4386.0)	(125, 4479.0)	(130, 4297.0)	(135, 4048.0)	(140, 3991.0)	(145, 17223.0)	(150, 111841.0)
WT-S5-1_R1_001_trimmed_1P	(50, 19388.0)	(55, 19162.0)	(60, 18976.0)	(65, 18539.0)	(70, 19012.0)	(75, 18898.0)	(80, 19083.0)	(85, 19249.0)	(90, 18980.0)	(95, 19290.0)	(100, 20095.0)	(105, 20221.0)	(110, 21221.0)	(115, 21718.0)	(120, 21801.0)	(125, 24104.0)	(130, 24543.0)	(135, 25129.0)	(140, 26648.0)	(145, 348381.0)	(150, 18305696.0)
WT-S5-1_R1_001_trimmed_1U	(50, 24392.0)	(55, 26379.0)	(60, 31248.0)	(65, 37659.0)	(70, 48383.0)	(75, 60934.0)	(80, 77672.0)	(85, 97837.0)	(90, 121814.0)	(95, 150157.0)	(100, 180571.0)	(105, 213860.0)	(110, 249027.0)	(115, 292726.0)	(120, 331403.0)	(125, 379438.0)	(130, 419282.0)	(135, 464861.0)	(140, 295714.0)	(145, 32383.0)	(150, 329676.0)
WT-S5-1_R1_001_trimmed_2P	(50, 43164.0)	(55, 43002.0)	(60, 43957.0)	(65, 45962.0)	(70, 43954.0)	(75, 46186.0)	(80, 47608.0)	(85, 49749.0)	(90, 49781.0)	(95, 51670.0)	(100, 52356.0)	(105, 54355.0)	(110, 55453.0)	(115, 60656.0)	(120, 63345.0)	(125, 71065.0)	(130, 73006.0)	(135, 74816.0)	(140, 80007.0)	(145, 856412.0)	(150, 17143630.0)
WT-S5-1_R1_001_trimmed_2U	(50, 6723.0)	(55, 6231.0)	(60, 5734.0)	(65, 5330.0)	(70, 5083.0)	(75, 4867.0)	(80, 4576.0)	(85, 4351.0)	(90, 4151.0)	(95, 3978.0)	(100, 3787.0)	(105, 3722.0)	(110, 3546.0)	(115, 3378.0)	(120, 3510.0)	(125, 3521.0)	(130, 3355.0)	(135, 3140.0)	(140, 3249.0)	(145, 13148.0)	(150, 82425.0)
WT-S5-2_R1_001_trimmed_1P	(50, 21578.0)	(55, 21709.0)	(60, 21078.0)	(65, 20536.0)	(70, 21155.0)	(75, 20666.0)	(80, 21345.0)	(85, 21223.0)	(90, 21299.0)	(95, 21522.0)	(100, 22754.0)	(105, 22678.0)	(110, 23479.0)	(115, 24472.0)	(120, 24266.0)	(125, 27027.0)	(130, 27201.0)	(135, 27042.0)	(140, 28795.0)	(145, 386554.0)	(150, 20538685.0)
WT-S5-2_R1_001_trimmed_1U	(50, 25186.0)	(55, 27339.0)	(60, 32025.0)	(65, 38779.0)	(70, 47965.0)	(75, 60262.0)	(80, 76364.0)	(85, 95636.0)	(90, 118006.0)	(95, 146377.0)	(100, 173961.0)	(105, 206809.0)	(110, 239898.0)	(115, 281442.0)	(120, 322554.0)	(125, 369387.0)	(130, 413005.0)	(135, 458242.0)	(140, 294828.0)	(145, 35258.0)	(150, 354654.0)
WT-S5-2_R1_001_trimmed_2P	(50, 45975.0)	(55, 45536.0)	(60, 47466.0)	(65, 49374.0)	(70, 46689.0)	(75, 49230.0)	(80, 50601.0)	(85, 52913.0)	(90, 53158.0)	(95, 55138.0)	(100, 55481.0)	(105, 57583.0)	(110, 59190.0)	(115, 64301.0)	(120, 67460.0)	(125, 75140.0)	(130, 77917.0)	(135, 79854.0)	(140, 85349.0)	(145, 932268.0)	(150, 19314441.0)
WT-S5-2_R1_001_trimmed_2U	(50, 7248.0)	(55, 6490.0)	(60, 6445.0)	(65, 5823.0)	(70, 5485.0)	(75, 5145.0)	(80, 4941.0)	(85, 4758.0)	(90, 4449.0)	(95, 4238.0)	(100, 4133.0)	(105, 4014.0)	(110, 3850.0)	(115, 3886.0)	(120, 3945.0)	(125, 3947.0)	(130, 3834.0)	(135, 3567.0)	(140, 3570.0)	(145, 14618.0)	(150, 94018.0)
WT-S5-3_R1_001_trimmed_1P	(50, 21948.0)	(55, 21754.0)	(60, 21237.0)	(65, 20742.0)	(70, 21286.0)	(75, 20960.0)	(80, 21207.0)	(85, 21196.0)	(90, 21321.0)	(95, 21420.0)	(100, 22771.0)	(105, 22853.0)	(110, 23436.0)	(115, 24905.0)	(120, 24593.0)	(125, 26761.0)	(130, 27443.0)	(135, 27234.0)	(140, 29702.0)	(145, 393249.0)	(150, 19820072.0)
WT-S5-3_R1_001_trimmed_1U	(50, 21287.0)	(55, 22237.0)	(60, 26109.0)	(65, 30449.0)	(70, 37897.0)	(75, 46607.0)	(80, 58168.0)	(85, 72655.0)	(90, 89979.0)	(95, 111940.0)	(100, 134510.0)	(105, 156477.0)	(110, 182230.0)	(115, 215070.0)	(120, 245485.0)	(125, 284459.0)	(130, 320365.0)	(135, 358572.0)	(140, 233548.0)	(145, 30652.0)	(150, 301501.0)
WT-S5-3_R1_001_trimmed_2P	(50, 41284.0)	(55, 40765.0)	(60, 43089.0)	(65, 44132.0)	(70, 41465.0)	(75, 44436.0)	(80, 46031.0)	(85, 47488.0)	(90, 47186.0)	(95, 50451.0)	(100, 49642.0)	(105, 50975.0)	(110, 53199.0)	(115, 57198.0)	(120, 59563.0)	(125, 66535.0)	(130, 69471.0)	(135, 71246.0)	(140, 75514.0)	(145, 852171.0)	(150, 18804249.0)
WT-S5-3_R1_001_trimmed_2U	(50, 7083.0)	(55, 6647.0)	(60, 6349.0)	(65, 5748.0)	(70, 5402.0)	(75, 5243.0)	(80, 4910.0)	(85, 4793.0)	(90, 4444.0)	(95, 4339.0)	(100, 4120.0)	(105, 4013.0)	(110, 3869.0)	(115, 3943.0)	(120, 3847.0)	(125, 3813.0)	(130, 3732.0)	(135, 3707.0)	(140, 3692.0)	(145, 15254.0)	(150, 101118.0)
WT-WYS-2_R1_001_trimmed_1P	(50, 21009.0)	(55, 20759.0)	(60, 20618.0)	(65, 20273.0)	(70, 20511.0)	(75, 20435.0)	(80, 20309.0)	(85, 20616.0)	(90, 20785.0)	(95, 21156.0)	(100, 22346.0)	(105, 22202.0)	(110, 22934.0)	(115, 23923.0)	(120, 23731.0)	(125, 26074.0)	(130, 26598.0)	(135, 26276.0)	(140, 28534.0)	(145, 367414.0)	(150, 18072034.0)
WT-WYS-2_R1_001_trimmed_1U	(50, 21657.0)	(55, 22916.0)	(60, 26050.0)	(65, 29843.0)	(70, 36812.0)	(75, 45956.0)	(80, 58725.0)	(85, 75138.0)	(90, 94985.0)	(95, 119173.0)	(100, 146019.0)	(105, 175797.0)	(110, 207551.0)	(115, 246283.0)	(120, 283738.0)	(125, 325576.0)	(130, 364080.0)	(135, 407349.0)	(140, 261700.0)	(145, 32825.0)	(150, 323777.0)
WT-WYS-2_R1_001_trimmed_2P	(50, 43763.0)	(55, 43155.0)	(60, 45441.0)	(65, 46455.0)	(70, 44912.0)	(75, 46708.0)	(80, 49080.0)	(85, 50385.0)	(90, 50950.0)	(95, 52726.0)	(100, 54049.0)	(105, 55977.0)	(110, 57599.0)	(115, 62446.0)	(120, 65837.0)	(125, 73955.0)	(130, 76054.0)	(135, 76978.0)	(140, 83032.0)	(145, 871415.0)	(150, 16917620.0)
WT-WYS-2_R1_001_trimmed_2U	(50, 6406.0)	(55, 6205.0)	(60, 5771.0)	(65, 5426.0)	(70, 4957.0)	(75, 4802.0)	(80, 4595.0)	(85, 4540.0)	(90, 4216.0)	(95, 3990.0)	(100, 3737.0)	(105, 3700.0)	(110, 3415.0)	(115, 3630.0)	(120, 3452.0)	(125, 3559.0)	(130, 3566.0)	(135, 3167.0)	(140, 3201.0)	(145, 13697.0)	(150, 87815.0)
WT-WYS-3_R1_001_trimmed_1P	(50, 21473.0)	(55, 21163.0)	(60, 20828.0)	(65, 20184.0)	(70, 21025.0)	(75, 20424.0)	(80, 20573.0)	(85, 20710.0)	(90, 20579.0)	(95, 21052.0)	(100, 22432.0)	(105, 22684.0)	(110, 23669.0)	(115, 24539.0)	(120, 24308.0)	(125, 26803.0)	(130, 27469.0)	(135, 27094.0)	(140, 29498.0)	(145, 365976.0)	(150, 18408869.0)
WT-WYS-3_R1_001_trimmed_1U	(50, 24690.0)	(55, 28041.0)	(60, 33491.0)	(65, 40345.0)	(70, 50247.0)	(75, 62515.0)	(80, 76218.0)	(85, 93182.0)	(90, 109806.0)	(95, 130515.0)	(100, 151668.0)	(105, 177565.0)	(110, 200454.0)	(115, 232762.0)	(120, 261582.0)	(125, 299678.0)	(130, 332412.0)	(135, 372648.0)	(140, 242704.0)	(145, 25804.0)	(150, 246051.0)
WT-WYS-3_R1_001_trimmed_2P	(50, 36060.0)	(55, 36025.0)	(60, 37363.0)	(65, 38369.0)	(70, 37186.0)	(75, 39572.0)	(80, 40569.0)	(85, 43008.0)	(90, 43202.0)	(95, 44890.0)	(100, 45932.0)	(105, 47258.0)	(110, 49277.0)	(115, 54034.0)	(120, 56306.0)	(125, 63428.0)	(130, 65988.0)	(135, 68116.0)	(140, 73023.0)	(145, 819793.0)	(150, 17471953.0)
WT-WYS-3_R1_001_trimmed_2U	(50, 6639.0)	(55, 6138.0)	(60, 5874.0)	(65, 5340.0)	(70, 5108.0)	(75, 4953.0)	(80, 4740.0)	(85, 4484.0)	(90, 4258.0)	(95, 4188.0)	(100, 3954.0)	(105, 3939.0)	(110, 3664.0)	(115, 3667.0)	(120, 3767.0)	(125, 3900.0)	(130, 3575.0)	(135, 3502.0)	(140, 3495.0)	(145, 14688.0)	(150, 94914.0)
WT-male-gam-1_R1_001_trimmed_1P	(50, 22076.0)	(55, 21880.0)	(60, 21887.0)	(65, 21641.0)	(70, 22257.0)	(75, 21541.0)	(80, 22160.0)	(85, 22051.0)	(90, 22131.0)	(95, 22944.0)	(100, 24232.0)	(105, 24076.0)	(110, 24792.0)	(115, 26390.0)	(120, 25789.0)	(125, 28962.0)	(130, 29434.0)	(135, 28976.0)	(140, 31724.0)	(145, 392926.0)	(150, 19463380.0)
WT-male-gam-1_R1_001_trimmed_1U	(50, 25715.0)	(55, 27382.0)	(60, 31791.0)	(65, 37689.0)	(70, 46327.0)	(75, 56313.0)	(80, 70239.0)	(85, 85609.0)	(90, 104934.0)	(95, 126882.0)	(100, 151011.0)	(105, 177791.0)	(110, 206791.0)	(115, 240300.0)	(120, 273264.0)	(125, 313896.0)	(130, 351958.0)	(135, 393867.0)	(140, 255394.0)	(145, 28851.0)	(150, 273945.0)
WT-male-gam-1_R1_001_trimmed_2P	(50, 39726.0)	(55, 39419.0)	(60, 41265.0)	(65, 43077.0)	(70, 40916.0)	(75, 43147.0)	(80, 44808.0)	(85, 47393.0)	(90, 48181.0)	(95, 49975.0)	(100, 51264.0)	(105, 53214.0)	(110, 54734.0)	(115, 59294.0)	(120, 63143.0)	(125, 70763.0)	(130, 73392.0)	(135, 74814.0)	(140, 80780.0)	(145, 894858.0)	(150, 18407086.0)
WT-male-gam-1_R1_001_trimmed_2U	(50, 6897.0)	(55, 6406.0)	(60, 6124.0)	(65, 5682.0)	(70, 5268.0)	(75, 5036.0)	(80, 4998.0)	(85, 4734.0)	(90, 4369.0)	(95, 4272.0)	(100, 4091.0)	(105, 4020.0)	(110, 3792.0)	(115, 3881.0)	(120, 3844.0)	(125, 3895.0)	(130, 3767.0)	(135, 3599.0)	(140, 3549.0)	(145, 15214.0)	(150, 98889.0)
WT-male-gam-2_R1_001_trimmed_1P	(50, 24706.0)	(55, 24534.0)	(60, 24184.0)	(65, 23732.0)	(70, 24500.0)	(75, 24176.0)	(80, 24213.0)	(85, 24505.0)	(90, 24636.0)	(95, 25109.0)	(100, 26688.0)	(105, 26509.0)	(110, 27406.0)	(115, 28852.0)	(120, 28736.0)	(125, 31368.0)	(130, 32365.0)	(135, 31605.0)	(140, 33642.0)	(145, 428361.0)	(150, 21608945.0)
WT-male-gam-2_R1_001_trimmed_1U	(50, 24321.0)	(55, 25683.0)	(60, 28638.0)	(65, 33388.0)	(70, 40021.0)	(75, 48632.0)	(80, 59633.0)	(85, 73529.0)	(90, 91050.0)	(95, 111189.0)	(100, 133686.0)	(105, 158567.0)	(110, 184919.0)	(115, 219093.0)	(120, 251453.0)	(125, 290411.0)	(130, 328961.0)	(135, 371848.0)	(140, 244518.0)	(145, 29127.0)	(150, 269153.0)
WT-male-gam-2_R1_001_trimmed_2P	(50, 40313.0)	(55, 40507.0)	(60, 42191.0)	(65, 43719.0)	(70, 42535.0)	(75, 44528.0)	(80, 45949.0)	(85, 48493.0)	(90, 49310.0)	(95, 51425.0)	(100, 52023.0)	(105, 53771.0)	(110, 55504.0)	(115, 61108.0)	(120, 64148.0)	(125, 71762.0)	(130, 73856.0)	(135, 76372.0)	(140, 81911.0)	(145, 944281.0)	(150, 20565066.0)
WT-male-gam-2_R1_001_trimmed_2U	(50, 7563.0)	(55, 6897.0)	(60, 6627.0)	(65, 6177.0)	(70, 5891.0)	(75, 5435.0)	(80, 5467.0)	(85, 5147.0)	(90, 4906.0)	(95, 4714.0)	(100, 4554.0)	(105, 4531.0)	(110, 4195.0)	(115, 4216.0)	(120, 4248.0)	(125, 4257.0)	(130, 4205.0)	(135, 3965.0)	(140, 3908.0)	(145, 16585.0)	(150, 110037.0)
WT-male-gam-3_R1_001_trimmed_1P	(50, 26263.0)	(55, 26253.0)	(60, 25651.0)	(65, 25288.0)	(70, 25722.0)	(75, 25153.0)	(80, 25312.0)	(85, 25710.0)	(90, 26424.0)	(95, 26585.0)	(100, 28371.0)	(105, 28352.0)	(110, 29085.0)	(115, 30387.0)	(120, 30667.0)	(125, 33846.0)	(130, 34111.0)	(135, 33705.0)	(140, 36201.0)	(145, 457920.0)	(150, 22838273.0)
WT-male-gam-3_R1_001_trimmed_1U	(50, 30940.0)	(55, 34232.0)	(60, 40558.0)	(65, 48320.0)	(70, 59352.0)	(75, 71592.0)	(80, 85970.0)	(85, 102704.0)	(90, 120518.0)	(95, 141908.0)	(100, 162795.0)	(105, 187840.0)	(110, 214741.0)	(115, 246429.0)	(120, 280145.0)	(125, 320030.0)	(130, 361043.0)	(135, 401990.0)	(140, 265558.0)	(145, 36111.0)	(150, 351701.0)
