Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
Cross-gam-2_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0005226298735235706)	(3, 0.0005226298735235706)	(4, 0.0015678896205707118)	(5, 0.0015678896205707118)	(6, 0.0015678896205707118)	(7, 0.0015678896205707118)	(8, 0.0015678896205707118)	(9, 0.0015678896205707118)	(10, 0.0015678896205707118)	(12, 0.0015678896205707118)	(14, 0.0015678896205707118)	(16, 0.0015678896205707118)	(18, 0.0015678896205707118)	(20, 0.0015678896205707118)	(22, 0.0015678896205707118)	(24, 0.0015678896205707118)	(26, 0.0015678896205707118)	(28, 0.0015678896205707118)	(30, 0.0015678896205707118)	(32, 0.0015678896205707118)	(34, 0.0020905194940942823)	(36, 0.0023518344308560675)	(38, 0.0028744643043796384)	(40, 0.003658409114664994)	(42, 0.003658409114664994)	(44, 0.003919724051426779)	(46, 0.00444235392495035)	(48, 0.005226298735235706)	(50, 0.005226298735235706)	(52, 0.005226298735235706)	(54, 0.005487613671997491)	(56, 0.006532873419044632)	(58, 0.007578133166091774)	(60, 0.00783944810285356)	(62, 0.00836207797637713)	(64, 0.00836207797637713)	(66, 0.0088847078499007)	(68, 0.010713912407233198)	(70, 0.011497857217518554)	(72, 0.01280443190132748)	(74, 0.016462841015992477)	(76, 0.017508100763039616)	(78, 0.0177694156998014)	(80, 0.019075990383610325)	(82, 0.02116650987770461)	(84, 0.02273439949827532)	(86, 0.02456360405560782)	(88, 0.02717675342322567)	(90, 0.0284833281070346)	(92, 0.03188042228493781)	(94, 0.03397094177903209)	(96, 0.036322776209888157)	(98, 0.04154907494512386)	(100, 0.04468485418626529)	(102, 0.0480819483641685)	(104, 0.05017246785826278)	(106, 0.05487613671997492)	(108, 0.058534545834639906)	(110, 0.060886380265495976)	(112, 0.06480610431692276)	(114, 0.07029371798892026)	(116, 0.07421344204034702)	(118, 0.07865579596529737)	(120, 0.08126894533291523)	(122, 0.08597261419462737)	(124, 0.08963102330929236)	(126, 0.09302811748719557)	(128, 0.0977317863489077)	(130, 0.10086756559004913)	(132, 0.10713912407233198)	(134, 0.11419462736490019)	(136, 0.11837566635308874)	(138, 0.12020487091042124)
Cross-gam-2_R1_001_trimmed_2U - polya	(1, 0.0)	(2, 0.0)	(3, 0.0005226298735235706)	(4, 0.0005226298735235706)	(5, 0.0005226298735235706)	(6, 0.0005226298735235706)	(7, 0.0010452597470471411)	(8, 0.0020905194940942823)	(9, 0.0020905194940942823)	(10, 0.0031357792411414237)	(12, 0.004181038988188565)	(14, 0.005226298735235706)	(16, 0.005748928608759277)	(18, 0.006271558482282847)	(20, 0.007839448102853558)	(22, 0.0088847078499007)	(24, 0.010452597470471413)	(26, 0.010713912407233198)	(28, 0.01228180202780391)	(30, 0.013849691648374622)	(32, 0.01567889620570712)	(34, 0.01672415595275426)	(36, 0.018030730636563186)	(38, 0.019859935193895683)	(40, 0.02116650987770461)	(42, 0.02221176962475175)	(44, 0.023257029371798892)	(46, 0.024302289118846035)	(48, 0.024824918992369605)	(50, 0.025347548865893174)	(52, 0.0266541235497021)	(54, 0.02796069823351103)	(56, 0.029528587854081738)	(58, 0.03083516253789067)	(60, 0.03161910734817602)	(62, 0.03266436709522316)	(64, 0.03344831190550852)	(66, 0.03475488658931744)	(68, 0.0355388313996028)	(70, 0.037368035956935296)	(72, 0.03893592557750601)	(74, 0.042071704818647436)	(76, 0.043116964565694575)	(78, 0.044684854186265284)	(80, 0.046514058743597785)	(82, 0.047036688617121354)	(84, 0.04886589317445385)	(86, 0.05017246785826278)	(88, 0.05304693216264242)	(90, 0.05670534127730741)	(92, 0.058011915961116337)	(94, 0.06062506532873419)	(96, 0.06167032507578133)	(98, 0.06271558482282848)	(100, 0.06454478938016098)	(102, 0.06532873419044632)	(104, 0.06663530887425526)	(106, 0.0695097731786349)	(108, 0.07290686735653809)	(110, 0.07525870178739416)	(112, 0.07761053621825023)	(114, 0.08074631545939165)	(116, 0.08257552001672415)	(118, 0.0838820947005331)	(120, 0.08806313368872165)	(122, 0.09224417267691021)	(124, 0.09564126685481342)	(126, 0.09851573115919307)	(128, 0.10217414027385804)	(130, 0.10713912407233198)	(132, 0.11132016306052053)	(134, 0.11602383192223267)	(136, 0.12151144559423016)	(138, 0.12673774432946588)
RESUB-WT-WYS-4_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0005084737144513315)	(7, 0.0005084737144513315)	(8, 0.0005084737144513315)	(9, 0.0005084737144513315)	(10, 0.0005084737144513315)	(12, 0.0005084737144513315)	(14, 0.0005084737144513315)	(16, 0.0005084737144513315)	(18, 0.001016947428902663)	(20, 0.0015254211433539944)	(22, 0.0015254211433539944)	(24, 0.0017796580005796602)	(26, 0.002033894857805326)	(28, 0.0022881317150309916)	(30, 0.002542368572256657)	(32, 0.002542368572256657)	(34, 0.0027966054294823227)	(36, 0.0030508422867079887)	(38, 0.0030508422867079887)	(40, 0.0030508422867079887)	(42, 0.0030508422867079887)	(44, 0.0030508422867079887)	(46, 0.0030508422867079887)	(48, 0.0030508422867079887)	(50, 0.0030508422867079887)	(52, 0.0035593160011593203)	(54, 0.004576263430061983)	(56, 0.00533897400173898)	(58, 0.0055932108589646454)	(60, 0.0055932108589646454)	(62, 0.0061016845734159775)	(64, 0.0061016845734159775)	(66, 0.00711863200231864)	(68, 0.008389816288446969)	(70, 0.008644053145672634)	(72, 0.008644053145672634)	(74, 0.010932184860703626)	(76, 0.013474553432960282)	(78, 0.014745737719088612)	(80, 0.014999974576314277)	(82, 0.016525395719668275)	(84, 0.0170338694341196)	(86, 0.018813527434699263)	(88, 0.02135589600695592)	(90, 0.022881317150309916)	(92, 0.023389790864761246)	(94, 0.025932159437017904)	(96, 0.030508422867079887)	(98, 0.0340677388682392)	(100, 0.03610163372604453)	(102, 0.03838976544107552)	(104, 0.040677897156106514)	(106, 0.047033818586748155)	(108, 0.05211855573126147)	(110, 0.055677871732420794)	(112, 0.05923718773358011)	(114, 0.06305074059196511)	(116, 0.06635581973589876)	(118, 0.06940666202260673)	(120, 0.07525410973879705)	(122, 0.08288121545556702)	(124, 0.09025408431511134)	(126, 0.0963557688885273)	(128, 0.09915237431800963)	(130, 0.10322016403362028)	(132, 0.10906761174981058)	(134, 0.1149150594660009)	(136, 0.12076250718219121)	(138, 0.13245740261457184)
RNAi-S5-1_R1_001_trimmed_1U - polya	(1, 0.017883686868482306)	(2, 0.018444499348678617)	(3, 0.01903646807777472)	(4, 0.01941034306457226)	(5, 0.019690749304670414)	(6, 0.020251561784866725)	(7, 0.020999311758461803)	(8, 0.021902842976555856)	(9, 0.022712905447950526)	(10, 0.02380337415944335)	(12, 0.02459785850638812)	(14, 0.025158670986584433)	(16, 0.02585968658682982)	(18, 0.026560702187075205)	(20, 0.02749538965406905)	(22, 0.02819640525431444)	(24, 0.028601436490011775)	(26, 0.029053202099058803)	(28, 0.029504967708105827)	(30, 0.03075121766409763)	(32, 0.03193515512228984)	(34, 0.03271406134478471)	(36, 0.03357085818952907)	(38, 0.03442765503427343)	(40, 0.035300030003467694)	(42, 0.03603220185261287)	(44, 0.03662417058170898)	(46, 0.03754327992425292)	(48, 0.038524701764596464)	(50, 0.03963074860053919)	(52, 0.04064332668978253)	(54, 0.04167148290347576)	(56, 0.042699639117168994)	(58, 0.04349412346411377)	(60, 0.04405493594431008)	(62, 0.04509867028245321)	(64, 0.04646954523404419)	(66, 0.047684638941136184)	(68, 0.0488841545237783)	(70, 0.04989673261302163)	(72, 0.05095604507561466)	(74, 0.05226460752940605)	(76, 0.05369779497879662)	(78, 0.05528676367268616)	(80, 0.057171716731123756)	(82, 0.05866721667831391)	(84, 0.060630060359000995)	(86, 0.06218787280399074)	(88, 0.06455574772037516)	(90, 0.06598893516976573)	(92, 0.06790504447710312)	(94, 0.0698367319088904)	(96, 0.07181515371402739)	(98, 0.07401166926146294)	(100, 0.07617702855999868)	(102, 0.0791524503299291)	(104, 0.08155148149521331)	(106, 0.08352990330035029)	(108, 0.08539927823433799)	(110, 0.08762695003067333)	(112, 0.09005713744485733)	(114, 0.09233154361454238)	(116, 0.09533812163337257)	(118, 0.09801755903875495)	(120, 0.10041659020403915)	(122, 0.10309602760942152)	(124, 0.10613376187715154)	(126, 0.10910918364708194)	(128, 0.11186651167471381)	(130, 0.1149354021913436)	(132, 0.1181444958280225)	(134, 0.12104202697570343)	(136, 0.12387724562558476)	(138, 0.12654110490651724)
RNAi-S5-1_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0006669823716559172)	(2, 0.0006669823716559172)	(3, 0.0006669823716559172)	(4, 0.0006669823716559172)	(5, 0.0006669823716559172)	(6, 0.0006669823716559172)	(7, 0.0006669823716559172)	(8, 0.0013339647433118344)	(9, 0.0013339647433118344)	(10, 0.0013339647433118344)	(12, 0.0013339647433118344)	(14, 0.0013339647433118344)	(16, 0.0013339647433118344)	(18, 0.0013339647433118344)	(20, 0.0013339647433118344)	(22, 0.0013339647433118344)	(24, 0.0013339647433118344)	(26, 0.0013339647433118344)	(28, 0.0013339647433118344)	(30, 0.0013339647433118344)	(32, 0.0013339647433118344)	(34, 0.0013339647433118344)	(36, 0.0013339647433118344)	(38, 0.0013339647433118344)	(40, 0.0013339647433118344)	(42, 0.0013339647433118344)	(44, 0.0020009471149677513)	(46, 0.0026679294866236688)	(48, 0.0033349118582795857)	(50, 0.004335385415763461)	(52, 0.005002367787419379)	(54, 0.0053358589732473375)	(56, 0.0053358589732473375)	(58, 0.0053358589732473375)	(60, 0.0053358589732473375)	(62, 0.007336806088215088)	(64, 0.008337279645698964)	(66, 0.011338700318150591)	(68, 0.011338700318150591)	(70, 0.013339647433118343)	(72, 0.01634106810556997)	(74, 0.01800852403470976)	(76, 0.01867550640636568)	(78, 0.020676453521333432)	(80, 0.022343909450473223)	(82, 0.024011365379613014)	(84, 0.027012786052064645)	(86, 0.029680715538688313)	(88, 0.031348171467828104)	(90, 0.03601704806941952)	(92, 0.03668403044107544)	(94, 0.038017995184387275)	(96, 0.04168639822849482)	(98, 0.0466887660159142)	(100, 0.052691607360817454)	(102, 0.05802746633406479)	(104, 0.05969492226320458)	(106, 0.06336332530731212)	(108, 0.06703172835141967)	(110, 0.06936616665221537)	(112, 0.0757024991829466)	(114, 0.08170534052784985)	(116, 0.08970912898772085)	(118, 0.09604546151845206)	(120, 0.10371575879249512)	(122, 0.10971860013739837)	(124, 0.1183893709689253)	(126, 0.12305824757051671)	(128, 0.12605966824296833)	(130, 0.13306298314535547)	(132, 0.13939931567608668)	(134, 0.1464026305784738)	(136, 0.15273896310920504)	(138, 0.15540689259582868)
RNAi-S5-1_R1_001_trimmed_2U - polya	(1, 0.0006669823716559172)	(2, 0.0006669823716559172)	(3, 0.0006669823716559172)	(4, 0.0006669823716559172)	(5, 0.0020009471149677513)	(6, 0.0020009471149677513)	(7, 0.0020009471149677513)	(8, 0.0020009471149677513)	(9, 0.0020009471149677513)	(10, 0.0020009471149677513)	(12, 0.003668403044107544)	(14, 0.004001894229935503)	(16, 0.006002841344903254)	(18, 0.0076702972740430465)	(20, 0.008003788459871005)	(22, 0.010338226760666716)	(24, 0.012672665061462425)	(26, 0.013673138618946302)	(28, 0.014673612176430177)	(30, 0.01600757691974201)	(32, 0.01600757691974201)	(34, 0.01600757691974201)	(36, 0.017341541663053846)	(38, 0.019342488778021596)	(40, 0.020676453521333432)	(42, 0.0233443830079571)	(44, 0.024011365379613018)	(46, 0.024678347751268932)	(48, 0.026679294866236686)	(50, 0.028346750795376477)	(52, 0.03068118909617219)	(54, 0.03168166265365606)	(56, 0.03201515383948402)	(58, 0.033015627396967895)	(60, 0.03334911858279586)	(62, 0.035016574511935655)	(64, 0.0370175216269034)	(66, 0.03868497755604319)	(68, 0.04101941585683891)	(70, 0.04201988941432278)	(72, 0.04435432771511849)	(74, 0.04468781890094645)	(76, 0.0466887660159142)	(78, 0.04702225720174216)	(80, 0.04902320431670991)	(82, 0.051024151431677656)	(84, 0.052024624989161536)	(86, 0.05402557210412929)	(88, 0.05702699277658091)	(90, 0.059361431077376625)	(92, 0.06002841344903254)	(94, 0.06002841344903254)	(96, 0.06236285174982825)	(98, 0.06469729005062397)	(100, 0.06703172835141967)	(102, 0.06869918428055946)	(104, 0.07136711376718313)	(106, 0.07170060495301109)	(108, 0.07370155206797885)	(110, 0.0797043934128821)	(112, 0.08270581408533373)	(114, 0.08470676120030148)	(116, 0.08670770831526922)	(118, 0.09204356728851656)	(120, 0.1013813204916994)	(122, 0.10771765302243061)	(124, 0.11372049436733388)	(126, 0.1247257034996565)	(128, 0.13706487737529097)	(130, 0.144735174649334)	(132, 0.15307245429503297)	(134, 0.16040926038324807)	(136, 0.1674125752856352)	(138, 0.17374890781636643)
RNAi-S5-2_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0004674644727000748)	(2, 0.0004674644727000748)	(3, 0.0004674644727000748)	(4, 0.0004674644727000748)	(5, 0.0004674644727000748)	(6, 0.0004674644727000748)	(7, 0.0004674644727000748)	(8, 0.0004674644727000748)	(9, 0.0004674644727000748)	(10, 0.0004674644727000748)	(12, 0.0004674644727000748)	(14, 0.0004674644727000748)	(16, 0.0007011967090501122)	(18, 0.0014023934181002244)	(20, 0.0014023934181002244)	(22, 0.0014023934181002244)	(24, 0.0014023934181002244)	(26, 0.0016361256544502618)	(28, 0.0018698578908002991)	(30, 0.0018698578908002991)	(32, 0.0018698578908002991)	(34, 0.0021035901271503365)	(36, 0.002337322363500374)	(38, 0.002337322363500374)	(40, 0.002337322363500374)	(42, 0.002337322363500374)	(44, 0.002804786836200449)	(46, 0.0030385190725504864)	(48, 0.0037397157816005983)	(50, 0.004440912490650711)	(52, 0.004674644727000748)	(54, 0.004674644727000748)	(56, 0.0051421091997008225)	(58, 0.00537584143605086)	(60, 0.00631077038145101)	(62, 0.007011967090501122)	(64, 0.0074794315632011965)	(66, 0.008414360508601346)	(68, 0.00911555721765146)	(70, 0.01075168287210172)	(72, 0.011920344053851907)	(74, 0.012154076290201944)	(76, 0.013790201944652206)	(78, 0.014491398653702319)	(80, 0.016828721017202692)	(82, 0.017296185489902766)	(84, 0.01963350785340314)	(86, 0.022672026925953628)	(88, 0.02430815258040389)	(90, 0.02617801047120419)	(92, 0.028047868362004486)	(94, 0.03038519072550486)	(96, 0.03225504861630516)	(98, 0.034358638743455495)	(100, 0.03646222887060584)	(102, 0.04300673148840688)	(104, 0.04487658937920718)	(106, 0.048382572924457745)	(108, 0.054225878833208674)	(110, 0.058900523560209424)	(112, 0.06427636499626029)	(114, 0.06871727748691099)	(116, 0.0761967090501122)	(118, 0.07970269259536275)	(120, 0.08320867614061331)	(122, 0.08858451757666418)	(124, 0.0918567688855647)	(126, 0.09512902019446522)	(128, 0.09910246821241586)	(130, 0.10447830964846672)	(132, 0.10798429319371727)	(134, 0.11172400897531787)	(136, 0.11780104712041885)	(138, 0.12387808526551983)
RNAi-S5-2_R1_001_trimmed_2U - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0004674644727000748)	(9, 0.0009349289454001496)	(10, 0.0009349289454001496)	(12, 0.0014023934181002244)	(14, 0.0021035901271503365)	(16, 0.0025710545998504112)	(18, 0.002804786836200449)	(20, 0.002804786836200449)	(22, 0.0035059835452505607)	(24, 0.004207180254300673)	(26, 0.005609573672400897)	(28, 0.006778234854151084)	(30, 0.0074794315632011965)	(32, 0.007946896035901272)	(34, 0.008414360508601346)	(36, 0.010050486163051608)	(38, 0.01168661181750187)	(40, 0.011920344053851907)	(42, 0.012154076290201944)	(44, 0.01262154076290202)	(46, 0.013322737471952131)	(48, 0.014958863126402393)	(50, 0.015893792071802543)	(52, 0.017763649962602844)	(54, 0.019399775617053104)	(56, 0.020100972326103216)	(58, 0.020802169035153327)	(60, 0.02173709798055348)	(62, 0.022672026925953628)	(64, 0.023139491398653702)	(66, 0.024308152580403888)	(68, 0.025476813762154077)	(70, 0.027112939416604337)	(72, 0.028047868362004486)	(74, 0.028982797307404638)	(76, 0.029450261780104712)	(78, 0.029450261780104712)	(80, 0.029450261780104712)	(82, 0.03038519072550486)	(84, 0.032021316379955124)	(86, 0.03295624532535527)	(88, 0.03412490650710546)	(90, 0.035293567688855644)	(92, 0.03646222887060584)	(94, 0.03763089005235602)	(96, 0.04090314136125654)	(98, 0.04277299925205685)	(100, 0.044642857142857144)	(102, 0.04721391174270755)	(104, 0.04768137621540763)	(106, 0.049317501869857894)	(108, 0.05142109199700823)	(110, 0.0556282722513089)	(112, 0.059601720269259535)	(114, 0.06217277486910995)	(116, 0.06357516828721017)	(118, 0.06591249065071055)	(120, 0.06778234854151084)	(122, 0.07058713537771129)	(124, 0.07315818997756171)	(126, 0.07666417352281227)	(128, 0.08087135377711294)	(130, 0.08577973074046373)	(132, 0.09022064323111444)	(134, 0.09606394913986536)	(136, 0.10073859386686612)	(138, 0.10354338070306657)
RNAi-S5-3_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0004812527972818842)	(8, 0.0004812527972818842)	(9, 0.0004812527972818842)	(10, 0.0004812527972818842)	(12, 0.0004812527972818842)	(14, 0.0004812527972818842)	(16, 0.0004812527972818842)	(18, 0.0004812527972818842)	(20, 0.0004812527972818842)	(22, 0.0004812527972818842)	(24, 0.0004812527972818842)	(26, 0.0004812527972818842)	(28, 0.0009625055945637684)	(30, 0.0009625055945637684)	(32, 0.0009625055945637684)	(34, 0.0009625055945637684)	(36, 0.0009625055945637684)	(38, 0.0009625055945637684)	(40, 0.0012031319932047104)	(42, 0.0014437583918456526)	(44, 0.0014437583918456526)	(46, 0.001925011189127537)	(48, 0.001925011189127537)	(50, 0.001925011189127537)	(52, 0.002406263986409421)	(54, 0.002887516783691305)	(56, 0.002887516783691305)	(58, 0.0033687695809731895)	(60, 0.004090648776896016)	(62, 0.004812527972818842)	(64, 0.005293780770100726)	(66, 0.00577503356738261)	(68, 0.006496912763305437)	(70, 0.007700044756510148)	(72, 0.0091438031483558)	(74, 0.010106308742919567)	(76, 0.010828187938842394)	(78, 0.012031319932047105)	(80, 0.012993825526610873)	(82, 0.01491883671573841)	(84, 0.01708447430350689)	(86, 0.017806353499429717)	(88, 0.0182876062967116)	(90, 0.019490738289916307)	(92, 0.022137628674966672)	(94, 0.02430326626273515)	(96, 0.0274314094450674)	(98, 0.03104080542468153)	(100, 0.034409575005654724)	(102, 0.03753771818798697)	(104, 0.041868993363523926)	(106, 0.04812527972818842)	(108, 0.051975302106443494)	(110, 0.0565472036806214)	(112, 0.06328474284256777)	(114, 0.06713476522082285)	(116, 0.07242854599092358)	(118, 0.07627856836917865)	(120, 0.08012859074743373)	(122, 0.08301610753112502)	(124, 0.08518174511889351)	(126, 0.09071615228763517)	(128, 0.09673181225365872)	(130, 0.10130371382783662)	(132, 0.1046724834088098)	(134, 0.10924438498298772)	(136, 0.11285378096260185)	(138, 0.11598192414493409)
RNAi-WYS-3_R1_001_trimmed_1P - illumina_universal_adapter	(1, 4.051422436185944e-06)	(2, 1.2154267308557832e-05)	(3, 2.8359957053301607e-05)	(4, 4.861706923423133e-05)	(5, 5.6719914106603213e-05)	(6, 9.723413846846266e-05)	(7, 0.0001012855609046486)	(8, 0.00011343982821320643)	(9, 0.0001296455179579502)	(10, 0.00014179978526650803)	(12, 0.00014990263013887992)	(14, 0.00019446827693692532)	(16, 0.00023093107886259877)	(18, 0.0002592910359159004)	(20, 0.0002714453032244582)	(22, 0.00030588239393203873)	(24, 0.00030993381636822473)	(26, 0.0003220880836767825)	(28, 0.00038083370900147875)	(30, 0.0004983249596508711)	(32, 0.000652279012225937)	(34, 0.0007738216853115153)	(36, 0.0009500585612856039)	(38, 0.0011384497045682502)	(40, 0.0013491236712499194)	(42, 0.001725905957815212)	(44, 0.002153331024832829)	(46, 0.002607090337685655)	(48, 0.0031479552329164787)	(50, 0.0037698485768710207)	(52, 0.004493027481730211)	(54, 0.005264823455823634)	(56, 0.006259447663907283)	(58, 0.007377640256294603)	(60, 0.008676121147092198)	(62, 0.01021161025040667)	(64, 0.012079315993488392)	(66, 0.014141490013507037)	(68, 0.016359643797318843)	(70, 0.018950528445259754)	(72, 0.02200327525092586)	(74, 0.025598912663040888)	(76, 0.029263424256571073)	(78, 0.033179124041144786)	(80, 0.03738855195234198)	(82, 0.0422846959664727)	(84, 0.04725984271810904)	(86, 0.052848779968827544)	(88, 0.05849848855608884)	(90, 0.06417453138918536)	(92, 0.06968244019118014)	(94, 0.07504247207425414)	(96, 0.0802748841505883)	(98, 0.08506771689259626)	(100, 0.0897552126512634)	(102, 0.09366888672461902)	(104, 0.0969039475399135)	(106, 0.09950293503272678)	(108, 0.10111134973989261)	(110, 0.10206140830117821)	(112, 0.10264683884320708)	(114, 0.1028980270342506)	(116, 0.10311477813458655)	(118, 0.10329709214421492)	(120, 0.10346725188653473)	(122, 0.10364348876250881)	(124, 0.1037913656814296)	(126, 0.10389467695355234)	(128, 0.1039372168891323)	(130, 0.10401014249298365)	(132, 0.1040810423856169)	(134, 0.10417422510164917)	(136, 0.10430792204204331)	(138, 0.10441325902538415)
