Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
BF5-gam_R1_001_trimmed_2U - polya	(1, 0.002366281436048878)	(2, 0.002366281436048878)	(3, 0.002366281436048878)	(4, 0.0028395377232586535)	(5, 0.0028395377232586535)	(6, 0.003312794010468429)	(7, 0.0037860502976782046)	(8, 0.00425930658488798)	(9, 0.005205819159307531)	(10, 0.005679075446517307)	(12, 0.006152331733727082)	(14, 0.006862216164541746)	(16, 0.0078087287389612976)	(18, 0.008755241313380848)	(20, 0.0097017538878004)	(22, 0.010175010175010175)	(24, 0.011594779036639502)	(26, 0.012541291611059054)	(28, 0.013961060472688379)	(30, 0.01490757304710793)	(32, 0.01703722633955192)	(34, 0.019640135919205687)	(36, 0.021533161068044787)	(38, 0.02437269879130344)	(40, 0.026029095796537657)	(42, 0.027922120945376758)	(44, 0.029341889807006086)	(46, 0.02981514609421586)	(48, 0.030525030525030524)	(50, 0.03241805567386963)	(52, 0.0350209652535234)	(54, 0.03762387483317716)	(56, 0.03975352812562115)	(58, 0.040936668843645586)	(60, 0.04235643770527492)	(62, 0.04401283471050913)	(64, 0.04543260357213846)	(66, 0.04803551315179222)	(68, 0.05134830716226065)	(70, 0.0541878448855193)	(72, 0.05608087003435841)	(74, 0.058447151470407285)	(76, 0.05986692033203661)	(78, 0.06317971434250504)	(80, 0.06672913649657836)	(82, 0.0679122772146028)	(84, 0.07217158379949078)	(86, 0.07619426224077387)	(88, 0.07714077481519342)	(90, 0.07832391553321785)	(92, 0.07879717182042764)	(94, 0.07998031253845207)	(96, 0.0814000814000814)	(98, 0.08258322211810584)	(100, 0.08447624726694494)	(102, 0.08613264427217915)	(104, 0.08826229756462314)	(106, 0.09039195085706714)	(108, 0.09252160414951113)	(110, 0.0967809107343991)	(112, 0.10056696103207732)	(114, 0.10411638318615063)	(116, 0.1064826646221995)	(118, 0.10932220234545816)	(120, 0.11358150893034613)	(122, 0.12091698138209767)	(124, 0.12635942868501007)	(126, 0.1374809514344398)	(128, 0.14457979574258645)	(130, 0.15073212747631354)	(132, 0.16067050950771883)	(134, 0.17013563525191433)	(136, 0.17723447956006094)	(138, 0.18646297716065158)
Cross-S5-1_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0005022954903910873)	(2, 0.0005022954903910873)	(3, 0.0010045909807821745)	(4, 0.0010045909807821745)	(5, 0.0010045909807821745)	(6, 0.0010045909807821745)	(7, 0.0010045909807821745)	(8, 0.0010045909807821745)	(9, 0.0010045909807821745)	(10, 0.0010045909807821745)	(12, 0.0010045909807821745)	(14, 0.0010045909807821745)	(16, 0.0010045909807821745)	(18, 0.0010045909807821745)	(20, 0.0010045909807821745)	(22, 0.0010045909807821745)	(24, 0.0010045909807821745)	(26, 0.0010045909807821745)	(28, 0.0010045909807821745)	(30, 0.0010045909807821745)	(32, 0.002009181961564349)	(34, 0.002009181961564349)	(36, 0.002009181961564349)	(38, 0.002009181961564349)	(40, 0.002260329706759893)	(42, 0.003013772942346524)	(44, 0.003013772942346524)	(46, 0.003013772942346524)	(48, 0.0037672161779331546)	(50, 0.004520659413519785)	(52, 0.004520659413519785)	(54, 0.004520659413519785)	(56, 0.0047718071587153285)	(58, 0.006027545884693048)	(60, 0.006780989120279678)	(62, 0.008539023336648483)	(64, 0.009543614317430659)	(66, 0.009543614317430659)	(68, 0.009543614317430659)	(70, 0.010548205298212833)	(72, 0.012055091769386095)	(74, 0.012557387259777182)	(76, 0.014064273730950445)	(78, 0.015320012456928163)	(80, 0.016324603437710337)	(82, 0.019840671870447947)	(84, 0.023105592557990016)	(86, 0.025868217755140994)	(88, 0.028379695207096434)	(90, 0.030137729423465237)	(92, 0.03415609334659393)	(94, 0.03516068432737611)	(96, 0.035914127562962736)	(98, 0.03867675276011372)	(100, 0.04043478697648253)	(102, 0.04369970766402459)	(104, 0.04696462835156666)	(106, 0.052238731000673076)	(108, 0.0552525039430196)	(110, 0.06178234531810373)	(112, 0.07032136865475222)	(114, 0.0730839938519032)	(116, 0.07634891453944526)	(118, 0.08086957395296505)	(120, 0.08589252885687593)	(122, 0.08991089278000462)	(124, 0.09568729091950212)	(126, 0.1002079503330219)	(128, 0.10623549621771496)	(130, 0.1105050078860392)	(132, 0.1145233718091679)	(134, 0.12004862220346986)	(136, 0.12657846357855398)	(138, 0.1341128959344203)
Cross-S5-1_R1_001_trimmed_2U - polya	(1, 0.0005022954903910873)	(2, 0.0010045909807821745)	(3, 0.0010045909807821745)	(4, 0.0010045909807821745)	(5, 0.002009181961564349)	(6, 0.002009181961564349)	(7, 0.002009181961564349)	(8, 0.0025114774519554364)	(9, 0.0035160684327376107)	(10, 0.0035160684327376107)	(12, 0.004269511668324242)	(14, 0.005274102649106416)	(16, 0.006027545884693047)	(18, 0.007032136865475222)	(20, 0.008036727846257396)	(22, 0.009794762062626201)	(24, 0.010548205298212833)	(26, 0.011552796278995008)	(28, 0.013059682750168269)	(30, 0.015068864711732619)	(32, 0.016826898928101422)	(34, 0.01808263765407914)	(36, 0.02159870608681675)	(38, 0.023105592557990013)	(40, 0.023859035793576646)	(42, 0.02411018353877219)	(44, 0.024612479029163276)	(46, 0.02536592226474991)	(48, 0.026119365500336538)	(50, 0.026621660990727627)	(52, 0.027877399716705345)	(54, 0.028630842952291975)	(56, 0.03038887716866078)	(58, 0.031142320404247407)	(60, 0.032146911385029585)	(62, 0.033904945601398395)	(64, 0.035914127562962736)	(66, 0.037421014034136)	(68, 0.03842560501491818)	(70, 0.04068593472167807)	(72, 0.0431974121736335)	(74, 0.045708889625588944)	(76, 0.045708889625588944)	(78, 0.04746692384195775)	(80, 0.04922495805832655)	(82, 0.049476105803522095)	(84, 0.05173643551028199)	(86, 0.05299217423625971)	(88, 0.05399676521704188)	(90, 0.05500135619782406)	(92, 0.05726168590458395)	(94, 0.05901972012095275)	(96, 0.05952201561134384)	(98, 0.0610289020825171)	(100, 0.06228464080849482)	(102, 0.06404267502486363)	(104, 0.06554956149603688)	(106, 0.06630300473162352)	(108, 0.06831218669318787)	(110, 0.07007022090955667)	(112, 0.07207940287112102)	(114, 0.07408858483268538)	(116, 0.07634891453944526)	(118, 0.08086957395296504)	(120, 0.0851390856212893)	(122, 0.08790171081844028)	(124, 0.09317581346754669)	(126, 0.09568729091950212)	(128, 0.09769647288106648)	(130, 0.10171483680419517)	(132, 0.10673779170810604)	(134, 0.11000271239564811)	(136, 0.112263042102408)	(138, 0.11653255377073224)
Cross-S5-2_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0002450079627587897)	(12, 0.0004900159255175794)	(14, 0.0004900159255175794)	(16, 0.000735023888276369)	(18, 0.0009800318510351587)	(20, 0.0009800318510351587)	(22, 0.0009800318510351587)	(24, 0.0009800318510351587)	(26, 0.0009800318510351587)	(28, 0.001470047776552738)	(30, 0.001470047776552738)	(32, 0.001470047776552738)	(34, 0.0019600637020703174)	(36, 0.0019600637020703174)	(38, 0.0024500796275878966)	(40, 0.003920127404140635)	(42, 0.004410143329658214)	(44, 0.005390175180693372)	(46, 0.005390175180693372)	(48, 0.005390175180693372)	(50, 0.005880191106210952)	(52, 0.005880191106210952)	(54, 0.0071052309200049)	(56, 0.00784025480828127)	(58, 0.00784025480828127)	(60, 0.008575278696557638)	(62, 0.009065294622075218)	(64, 0.010045326473110376)	(66, 0.010290334435869165)	(68, 0.010290334435869165)	(70, 0.012250398137939484)	(72, 0.013230429988974642)	(74, 0.013720445914492221)	(76, 0.015435501653803748)	(78, 0.017885581281391644)	(80, 0.018865613132426802)	(82, 0.02107068479725591)	(84, 0.021805708685532277)	(86, 0.023765772387602597)	(88, 0.026460859977949284)	(90, 0.030625995344848708)	(92, 0.031851035158642654)	(94, 0.03283106700967782)	(96, 0.034791130711748136)	(98, 0.03675119441381845)	(100, 0.040916329780717874)	(102, 0.044101433296582136)	(104, 0.048266568663481564)	(106, 0.054636775695210096)	(108, 0.05757687124831557)	(110, 0.06076197476417984)	(112, 0.06517211809383805)	(114, 0.07007227734901383)	(116, 0.0735023888276369)	(118, 0.07570746049246602)	(120, 0.07742251623177754)	(122, 0.08183265956143575)	(124, 0.08648781085385275)	(126, 0.09065294622075218)	(128, 0.09432806566213403)	(130, 0.0994732328800686)	(132, 0.10339336028420923)	(134, 0.11196863898076687)	(136, 0.11711380619870146)	(138, 0.12152394952835967)
Cross-S5-2_R1_001_trimmed_2U - polya	(1, 0.0009800318510351587)	(2, 0.0009800318510351587)	(3, 0.0009800318510351587)	(4, 0.001470047776552738)	(5, 0.002940095553105476)	(6, 0.003920127404140635)	(7, 0.004410143329658214)	(8, 0.004900159255175793)	(9, 0.004900159255175793)	(10, 0.004900159255175793)	(12, 0.005880191106210952)	(14, 0.005880191106210952)	(16, 0.005880191106210952)	(18, 0.006370207031728531)	(20, 0.00759524684552248)	(22, 0.008575278696557638)	(24, 0.009310302584834007)	(26, 0.009555310547592797)	(28, 0.010290334435869165)	(30, 0.011515374249663115)	(32, 0.012740414063457063)	(34, 0.013230429988974642)	(36, 0.0142104618400098)	(38, 0.016660541467597698)	(40, 0.017885581281391644)	(42, 0.019110621095185593)	(44, 0.020335660908979543)	(46, 0.021805708685532277)	(48, 0.022050716648291068)	(50, 0.02278574053656744)	(52, 0.024500796275878967)	(54, 0.026705867940708075)	(56, 0.02793090775450202)	(58, 0.030135979419331126)	(60, 0.031851035158642654)	(62, 0.03356609089795418)	(64, 0.0355261546000245)	(66, 0.036751194413818446)	(68, 0.037486218302094816)	(70, 0.03822124219037119)	(72, 0.040916329780717874)	(74, 0.04214136959451183)	(76, 0.04336640940830577)	(78, 0.044346441259340924)	(80, 0.04557148107313487)	(82, 0.04679652088692883)	(84, 0.04851157662624035)	(86, 0.0497366164400343)	(88, 0.05120666421658704)	(90, 0.05341173588141614)	(92, 0.05365674384417493)	(94, 0.054881783657968884)	(96, 0.05659683939728041)	(98, 0.05757687124831557)	(100, 0.059046919024868305)	(102, 0.06100698272693862)	(104, 0.06370207031728531)	(106, 0.0661521499448732)	(108, 0.0688472375352199)	(110, 0.07031728531177264)	(112, 0.07227734901384295)	(114, 0.07399240475315447)	(116, 0.07693250030625995)	(118, 0.07987259585936543)	(120, 0.08134264363591817)	(122, 0.08232267548695332)	(124, 0.08550777900281759)	(126, 0.08795785863040549)	(128, 0.09016293029523459)	(130, 0.09187798603454611)	(132, 0.09383804973661644)	(134, 0.09800318510351586)	(136, 0.10118828861938012)	(138, 0.10339336028420923)
Cross-S5-3_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0010625242388341983)	(2, 0.0015937863582512976)	(3, 0.0015937863582512976)	(4, 0.0015937863582512976)	(5, 0.0015937863582512976)	(6, 0.0015937863582512976)	(7, 0.0015937863582512976)	(8, 0.0015937863582512976)	(9, 0.0015937863582512976)	(10, 0.0021250484776683966)	(12, 0.0023906795373769465)	(14, 0.002656310597085496)	(16, 0.002656310597085496)	(18, 0.002656310597085496)	(20, 0.002656310597085496)	(22, 0.002656310597085496)	(24, 0.002656310597085496)	(26, 0.002656310597085496)	(28, 0.0029219416567940453)	(30, 0.003187572716502595)	(32, 0.003187572716502595)	(34, 0.004250096955336794)	(36, 0.005312621194170992)	(38, 0.005312621194170992)	(40, 0.005312621194170992)	(42, 0.005312621194170992)	(44, 0.005312621194170992)	(46, 0.005312621194170992)	(48, 0.0058438833135880915)	(50, 0.0058438833135880915)	(52, 0.00637514543300519)	(54, 0.00690640755242229)	(56, 0.0071720386121308394)	(58, 0.008234562850965037)	(60, 0.008500193910673587)	(62, 0.009297087089799237)	(64, 0.010625242388341984)	(66, 0.011156504507759082)	(68, 0.012219028746593282)	(70, 0.01407844616455313)	(72, 0.015937863582512975)	(74, 0.017000387821347177)	(76, 0.018594174179598473)	(78, 0.02018796053784977)	(80, 0.021781746896101066)	(82, 0.023375533254352366)	(84, 0.02550058173202076)	(86, 0.02842252338881481)	(88, 0.030547571866483204)	(90, 0.0332038824635687)	(92, 0.03612582412036275)	(94, 0.03665708623977985)	(96, 0.03878213471744824)	(98, 0.042500969553367934)	(100, 0.045688542269870534)	(102, 0.04781359074753893)	(104, 0.04967300816549877)	(106, 0.05312621194170992)	(108, 0.05631378465821252)	(110, 0.059235726315006565)	(112, 0.06242329903150916)	(114, 0.0669390270465545)	(116, 0.0711891240018913)	(118, 0.07490795883781098)	(120, 0.07889242473343924)	(122, 0.08287689062906747)	(124, 0.08579883228586152)	(126, 0.08898640500236411)	(128, 0.09536155043536931)	(130, 0.1033304822266258)	(132, 0.10917436554021388)	(134, 0.11236193825671648)	(136, 0.11714329733147037)	(138, 0.11847145263001313)
Cross-WYS-1_R1_001_trimmed_1P - illumina_universal_adapter	(1, 1.4991660139464417e-05)	(2, 1.9988880185952554e-05)	(3, 2.4986100232440692e-05)	(4, 2.9983320278928833e-05)	(5, 4.9972200464881384e-05)	(6, 4.9972200464881384e-05)	(7, 4.9972200464881384e-05)	(8, 6.49638606043458e-05)	(9, 9.494718088327464e-05)	(10, 0.00012992772120869162)	(12, 0.00014242077132491196)	(14, 0.00015741243146437638)	(16, 0.0001774013116503289)	(18, 0.00019239297178979333)	(20, 0.00019739019183628149)	(22, 0.000217379072022234)	(24, 0.0002548582223708951)	(26, 0.00026485266246387135)	(28, 0.00030483042283577645)	(30, 0.0003498054032541697)	(32, 0.00039977760371905113)	(34, 0.0005147136647882782)	(36, 0.0006521372160667022)	(38, 0.0007720704971824174)	(40, 0.0009494718088327463)	(42, 0.0012068286412268855)	(44, 0.0014192104932026313)	(46, 0.0017415311862011163)	(48, 0.0022337573607801977)	(50, 0.002735977975452256)	(52, 0.00330316245072866)	(54, 0.003982784377051046)	(56, 0.004864793715256202)	(58, 0.005831755794251658)	(60, 0.007043581655525031)	(62, 0.008440304658518466)	(64, 0.010166844184580118)	(66, 0.012083278072408318)	(68, 0.01409715775114304)	(70, 0.016365895652248656)	(72, 0.01897194590649222)	(74, 0.022230133376802484)	(76, 0.025705699919134985)	(78, 0.029556057964954096)	(80, 0.03364378396298139)	(82, 0.03817626254514614)	(84, 0.042976092399797994)	(86, 0.04827314564907542)	(88, 0.05368513495942207)	(90, 0.05911961175997792)	(92, 0.06474898014234681)	(94, 0.07018595555292591)	(96, 0.07577534617492289)	(98, 0.08081504259180618)	(100, 0.08550493360543529)	(102, 0.08951520269274202)	(104, 0.09271842074254091)	(106, 0.0952744987963196)	(108, 0.09681364257063796)	(110, 0.09783807268016803)	(112, 0.09849520711628121)	(114, 0.09876255838876832)	(116, 0.09901741661113922)	(118, 0.09923979290320795)	(120, 0.09942469004492802)	(122, 0.09957960386636913)	(124, 0.09968954270739187)	(126, 0.09976699961811245)	(128, 0.09984195791880976)	(130, 0.09993940370971628)	(132, 0.1000193592304601)	(134, 0.10010930919129687)	(136, 0.10021674942229637)	(138, 0.10029920355306343)
Cross-WYS-1_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0004986685549582615)	(8, 0.0004986685549582615)	(9, 0.0004986685549582615)	(10, 0.0004986685549582615)	(12, 0.0004986685549582615)	(14, 0.0004986685549582615)	(16, 0.0004986685549582615)	(18, 0.0004986685549582615)	(20, 0.0004986685549582615)	(22, 0.0004986685549582615)	(24, 0.0004986685549582615)	(26, 0.0004986685549582615)	(28, 0.0004986685549582615)	(30, 0.0004986685549582615)	(32, 0.0004986685549582615)	(34, 0.0004986685549582615)	(36, 0.000997337109916523)	(38, 0.000997337109916523)	(40, 0.0014960056648747843)	(42, 0.0029920113297495685)	(44, 0.00349067988470783)	(46, 0.00349067988470783)	(48, 0.0037400141621869607)	(50, 0.003989348439666092)	(52, 0.004238682717145222)	(54, 0.004986685549582614)	(56, 0.005236019827061745)	(58, 0.0054853541045408755)	(60, 0.0054853541045408755)	(62, 0.006233356936978268)	(64, 0.007230694046894791)	(66, 0.008228031156811314)	(68, 0.008477365434290444)	(70, 0.008726699711769575)	(72, 0.00997337109916523)	(74, 0.011718711041519144)	(76, 0.01371338526135219)	(78, 0.014960056648747843)	(80, 0.01795206797849741)	(82, 0.02094407930824698)	(84, 0.021692082140684372)	(86, 0.02418542491547568)	(88, 0.02867344191010003)	(90, 0.030917450407412207)	(92, 0.03266279034976613)	(94, 0.03440813029212004)	(96, 0.03789881017682786)	(98, 0.04288549572641048)	(100, 0.044880169946243526)	(102, 0.046874844166076575)	(104, 0.05061485832826354)	(106, 0.05260953254809658)	(108, 0.05659888098776267)	(110, 0.05934155804003311)	(112, 0.06532558069953225)	(114, 0.07280560902390618)	(116, 0.07804162885096791)	(118, 0.08377631723298792)	(120, 0.08826433422761228)	(122, 0.09225368266727837)	(124, 0.09674169966190271)	(126, 0.09798837104929838)	(128, 0.10646573648358881)	(130, 0.11269909342056708)	(132, 0.11818444752510796)	(134, 0.12466713873956536)	(136, 0.13015249284410624)	(138, 0.13613651550360537)
Cross-WYS-1_R1_001_trimmed_2U - polya	(1, 0.0)	(2, 0.0004986685549582615)	(3, 0.0004986685549582615)	(4, 0.001994674219833046)	(5, 0.001994674219833046)	(6, 0.002493342774791307)	(7, 0.00349067988470783)	(8, 0.00349067988470783)	(9, 0.004986685549582614)	(10, 0.0064826912144573985)	(12, 0.008726699711769575)	(14, 0.008976033989248705)	(16, 0.008976033989248705)	(18, 0.009474702544206967)	(20, 0.009973371099165228)	(22, 0.01072137393160262)	(24, 0.011968045318998276)	(26, 0.012965382428914797)	(28, 0.014212053816310452)	(30, 0.014461388093789582)	(32, 0.014960056648747843)	(34, 0.015209390926226973)	(36, 0.01670539659110176)	(38, 0.01795206797849741)	(40, 0.018700070810934805)	(42, 0.019198739365893065)	(44, 0.020196076475809586)	(46, 0.022190750695642636)	(48, 0.022938753528080027)	(50, 0.023188087805559157)	(52, 0.024434759192954812)	(54, 0.025182762025392203)	(56, 0.02742677052270438)	(58, 0.02792543907766264)	(60, 0.0284241076326209)	(62, 0.028922776187579165)	(64, 0.029670779020016556)	(66, 0.030418781852453947)	(68, 0.0316654532398496)	(70, 0.03390946173716178)	(72, 0.03390946173716178)	(74, 0.035156133124557426)	(76, 0.037649475899348736)	(78, 0.039145481564223525)	(80, 0.040641487229098314)	(82, 0.04188815861649396)	(84, 0.043384164281368744)	(86, 0.04562817277868092)	(88, 0.046874844166076575)	(90, 0.047872181275993096)	(92, 0.051113526883221794)	(94, 0.05260953254809658)	(96, 0.05510287532288789)	(98, 0.057097549542720935)	(100, 0.05834422093011659)	(102, 0.05884288948507485)	(104, 0.060588229427428766)	(106, 0.06208423509230355)	(108, 0.0633309064796992)	(110, 0.0640789093121366)	(112, 0.06482691214457398)	(114, 0.06756958919684442)	(116, 0.06881626058424009)	(118, 0.07106026908155225)	(120, 0.07330427757886443)	(122, 0.07504961752121835)	(124, 0.0777922945734888)	(126, 0.08128297445819661)	(128, 0.08352698295550878)	(130, 0.08626966000777922)	(132, 0.09000967416996619)	(134, 0.09300168549971576)	(136, 0.0989857081592149)	(138, 0.10347372515383925)
Cross-WYS-2_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0021473256252296444)	(22, 0.004294651250459289)	(24, 0.004294651250459289)	(26, 0.004294651250459289)	(28, 0.004294651250459289)	(30, 0.004771834722732543)	(32, 0.004771834722732543)	(34, 0.00501042645886917)	(36, 0.005249018195005797)	(38, 0.005249018195005797)	(40, 0.0057262016672790525)	(42, 0.0057262016672790525)	(44, 0.006203385139552307)	(46, 0.0071577520840988154)	(48, 0.00763493555637207)	(50, 0.008112119028645323)	(52, 0.008827894237055205)	(54, 0.009305077709328459)	(56, 0.009782261181601713)	(58, 0.01002085291773834)	(60, 0.010975219862284849)	(62, 0.01192958680683136)	(64, 0.012883953751377868)	(66, 0.013838320695924377)	(68, 0.014076912432061004)	(70, 0.014554095904334258)	(72, 0.0167014215295639)	(74, 0.017178605001837155)	(76, 0.018610155418656918)	(78, 0.019803114099340054)	(80, 0.020280297571613308)	(82, 0.021473256252296444)	(84, 0.02218903146070633)	(86, 0.02362058187752609)	(88, 0.025052132294345855)	(90, 0.027676641391848753)	(92, 0.030539742225488276)	(94, 0.0334028430591278)	(96, 0.03531157694822082)	(98, 0.03841326951799697)	(100, 0.040560595143226616)	(102, 0.043900879449139396)	(104, 0.04843412243573532)	(106, 0.05010426458869171)	(108, 0.05249018195005798)	(110, 0.05583046625597076)	(112, 0.06084089271483993)	(114, 0.06465836049302595)	(116, 0.06895301174348525)	(118, 0.07229329604939802)	(120, 0.07611076382758405)	(122, 0.08016682334190672)	(124, 0.08589302500918577)	(126, 0.09018767625964508)	(128, 0.09448232751010437)	(130, 0.09758402007988051)	(132, 0.10187867133033982)	(134, 0.10521895563625258)	(136, 0.11094515730353163)	(138, 0.11452403334558105)
Cross-WYS-3_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0002386737377739378)	(32, 0.0004773474755478756)	(34, 0.0004773474755478756)	(36, 0.0004773474755478756)	(38, 0.0009546949510957512)	(40, 0.0009546949510957512)	(42, 0.001193368688869689)	(44, 0.0014320424266436268)	(46, 0.0014320424266436268)	(48, 0.0014320424266436268)	(50, 0.0014320424266436268)	(52, 0.00214806363996544)	(54, 0.0026254111155133157)	(56, 0.003341432328835129)	(58, 0.003341432328835129)	(60, 0.00429612727993088)	(62, 0.005728169706574507)	(64, 0.005966843444348445)	(66, 0.006682864657670258)	(68, 0.007398885870992071)	(70, 0.009069602035409637)	(72, 0.012172360626470827)	(74, 0.013604403053114453)	(76, 0.014320424266436267)	(78, 0.015275119217532019)	(80, 0.015513792955305958)	(82, 0.01718450911972352)	(84, 0.018855225284141085)	(86, 0.020525941448558647)	(88, 0.023390026301845904)	(90, 0.025538089941811344)	(92, 0.02673145863068103)	(94, 0.029356869746194347)	(96, 0.031027585910611916)	(98, 0.032936975812803415)	(100, 0.035801060666090664)	(102, 0.03985851420824761)	(104, 0.04463198896372636)	(106, 0.046541378865917866)	(108, 0.05107617988362269)	(110, 0.053701590999136004)	(112, 0.05584965463910144)	(114, 0.059907108181258384)	(116, 0.06539660415005896)	(118, 0.06921538395444196)	(120, 0.07160212133218133)	(122, 0.07470487992324253)	(124, 0.07756896477652978)	(126, 0.0847291769097479)	(128, 0.09069602035409635)	(130, 0.09952694865173206)	(132, 0.10525511835830656)	(134, 0.11074461432710714)	(136, 0.11575676282035982)	(138, 0.12148493252693433)
Cross-gam-1_R1_001_trimmed_2U - illumina_universal_adapter	(1, 0.0005428321725772043)	(2, 0.0005428321725772043)	(3, 0.0005428321725772043)	(4, 0.0005428321725772043)	(5, 0.0005428321725772043)	(6, 0.0005428321725772043)	(7, 0.0005428321725772043)	(8, 0.0010856643451544086)	(9, 0.0010856643451544086)	(10, 0.0010856643451544086)	(12, 0.0010856643451544086)	(14, 0.0010856643451544086)	(16, 0.0010856643451544086)	(18, 0.0010856643451544086)	(20, 0.001628496517731613)	(22, 0.002171328690308817)	(24, 0.002171328690308817)	(26, 0.002171328690308817)	(28, 0.002171328690308817)	(30, 0.002171328690308817)	(32, 0.0027141608628860215)	(34, 0.003256993035463226)	(36, 0.003256993035463226)	(38, 0.003528409121751828)	(40, 0.004071241294329032)	(42, 0.004342657380617634)	(44, 0.004342657380617634)	(46, 0.0046140734669062365)	(48, 0.004885489553194839)	(50, 0.005699737812060645)	(52, 0.005971153898349247)	(54, 0.0062425699846378494)	(56, 0.006513986070926452)	(58, 0.006513986070926452)	(60, 0.006513986070926452)	(62, 0.007056818243503656)	(64, 0.008685314761235269)	(66, 0.010042395192678279)	(68, 0.010856643451544086)	(70, 0.011942307796698495)	(72, 0.013027972141852903)	(74, 0.014113636487007312)	(76, 0.015742133004738923)	(78, 0.01628496517731613)	(80, 0.017099213436181936)	(82, 0.017642045608759142)	(84, 0.02008479038535656)	(86, 0.022256119075665375)	(88, 0.0249702799385514)	(90, 0.026870192542571614)	(92, 0.02849868906030323)	(94, 0.030941433836900647)	(96, 0.033384178613498065)	(98, 0.036098339476384085)	(100, 0.03854108425298151)	(102, 0.040712412943290324)	(104, 0.045326486410196556)	(106, 0.04804064727308258)	(108, 0.051840472481123015)	(110, 0.05672596203431785)	(112, 0.06432561245039871)	(114, 0.06866826983101634)	(116, 0.07301092721163398)	(118, 0.07816783285111742)	(120, 0.08196765805915784)	(122, 0.08739597978492988)	(124, 0.09499563020101076)	(126, 0.09988111975420559)	(128, 0.10666652191142065)	(130, 0.1123662597234813)	(132, 0.12105157448471657)	(134, 0.1251228157790456)	(136, 0.1291940570733746)	(138, 0.13516521097172388)
Cross-gam-1_R1_001_trimmed_2U - polya	(1, 0.0)	(2, 0.0005428321725772043)	(3, 0.0005428321725772043)	(4, 0.0005428321725772043)	(5, 0.0005428321725772043)	(6, 0.0005428321725772043)	(7, 0.0010856643451544086)	(8, 0.001628496517731613)	(9, 0.002171328690308817)	(10, 0.002171328690308817)	(12, 0.0024427447765974193)	(14, 0.003256993035463226)	(16, 0.004342657380617634)	(18, 0.004342657380617634)	(20, 0.005699737812060645)	(22, 0.006785402157215054)	(24, 0.007328234329792258)	(26, 0.008142482588658064)	(28, 0.010856643451544086)	(30, 0.013299388228141504)	(32, 0.015742133004738926)	(34, 0.017370629522470538)	(36, 0.018999126040202152)	(38, 0.02117045473051097)	(40, 0.02252753516195398)	(42, 0.02279895124824258)	(44, 0.023070367334531182)	(46, 0.02524169602484)	(48, 0.02632736036999441)	(50, 0.027141608628860215)	(52, 0.028227272974014624)	(54, 0.02904152123288043)	(56, 0.03039860166432344)	(58, 0.031212849923189248)	(60, 0.03148426600947785)	(62, 0.03148426600947785)	(64, 0.03175568209576646)	(66, 0.03229851426834365)	(68, 0.034741259044941075)	(70, 0.03636975556267269)	(72, 0.03881250033927011)	(74, 0.03935533251184731)	(76, 0.04125524511586753)	(78, 0.042883741633599134)	(80, 0.04668356684163957)	(82, 0.04966914379081419)	(84, 0.0507548081359686)	(86, 0.05319755291256602)	(88, 0.05536888160287484)	(90, 0.05645454594802925)	(92, 0.057811626379472264)	(94, 0.059982955069781074)	(96, 0.061882867673801294)	(98, 0.06269711593266711)	(100, 0.06541127679555311)	(102, 0.06649694114070753)	(104, 0.06839685374472773)	(106, 0.06975393417617076)	(108, 0.07138243069390236)	(110, 0.07409659155678838)	(112, 0.0765393363333858)	(114, 0.07898208110998323)	(116, 0.08251049023173505)	(118, 0.08576748326719828)	(120, 0.08929589238895011)	(122, 0.09255288542441334)	(124, 0.09526704628729935)	(126, 0.09825262323647398)	(128, 0.10123820018564861)	(130, 0.10476660930740044)	(132, 0.10965209886059527)	(134, 0.11589466884523311)	(136, 0.11969449405327355)	(138, 0.12240865491615957)
