Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
Cross-gam-1_R1_001_trimmed_1U	(1.0, 42.041121174517585)	(2.0, 18.091985295443724)	(3.0, 8.804633188340688)	(4.0, 4.736524964299396)	(5.0, 2.7946926773348912)	(6.0, 1.8473412563730893)	(7.0, 1.289256345777295)	(8.0, 1.0155263796663028)	(9.0, 0.8240372075439145)	('>10', 9.388888087734577)	('>50', 3.8203896678828073)	('>100', 4.795282146559441)	('>500', 0.3527951926363429)	('>1k', 0.19752641588988373)	('>5k', 0.0)	('>10k+', 0.0)
Cross-gam-1_R1_001_trimmed_2P	(1.0, 25.56191213266161)	(2.0, 15.267459570378772)	(3.0, 9.260299540239993)	(4.0, 6.090930203199222)	(5.0, 3.896276775905172)	(6.0, 2.68581717548378)	(7.0, 1.956783062119141)	(8.0, 1.5814012712118526)	(9.0, 1.1672629231629725)	('>10', 12.092670785520298)	('>50', 3.5530838179275754)	('>100', 9.370735680485152)	('>500', 3.7262734266704083)	('>1k', 3.3209030261422994)	('>5k', 0.2617485892970939)	('>10k+', 0.2064420195945244)
Cross-gam-1_R1_001_trimmed_2U	(1.0, 75.6840796099979)	(2.0, 9.376621156140114)	(3.0, 3.7341638125052263)	(4.0, 2.2610860692919448)	(5.0, 1.499680815555952)	(6.0, 1.0306599408534851)	(7.0, 0.7727975508871432)	(8.0, 0.5531209252144286)	(9.0, 0.4961401284333886)	('>10', 3.1208742505035647)	('>50', 0.17767760624901688)	('>100', 0.12009690052016882)	('>500', 0.0)	('>1k', 1.1730012338476763)	('>5k', 0.0)	('>10k+', 0.0)
Cross-gam-2_R1_001_trimmed_1P	(1.0, 25.23818663333363)	(2.0, 15.429965594036817)	(3.0, 9.861563124207724)	(4.0, 6.2149770300448814)	(5.0, 4.310942826612969)	(6.0, 3.036988725594584)	(7.0, 2.3541779260024702)	(8.0, 1.7709544097947443)	(9.0, 1.497998774080005)	('>10', 16.06435512736182)	('>50', 4.581271135730461)	('>100', 7.277805798293009)	('>500', 1.5902533682100009)	('>1k', 0.770559526696907)	('>5k', 0.0)	('>10k+', 0.0)
Cross-gam-2_R1_001_trimmed_1U	(1.0, 41.43002211421841)	(2.0, 19.314566014564345)	(3.0, 9.851178209239855)	(4.0, 5.459436841748022)	(5.0, 3.310874916174095)	(6.0, 2.2975024069985626)	(7.0, 1.6005230121959382)	(8.0, 1.25553893182144)	(9.0, 1.0917905195784214)	('>10', 10.397178795383608)	('>50', 2.2134434745218527)	('>100', 1.720798443436607)	('>500', 0.057146320118950614)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Cross-gam-2_R1_001_trimmed_2P	(1.0, 24.92400732254396)	(2.0, 14.995694763713427)	(3.0, 9.567067763109693)	(4.0, 6.224464810585214)	(5.0, 4.259241075342733)	(6.0, 2.9249962293338374)	(7.0, 2.2833819145961476)	(8.0, 1.7984270075121398)	(9.0, 1.4160135745233748)	('>10', 16.209067725982532)	('>50', 4.708799950124335)	('>100', 7.799998893493601)	('>500', 1.634144406679868)	('>1k', 1.174978492006192)	('>5k', 0.0797160704528656)	('>10k+', 0.0)
Cross-gam-2_R1_001_trimmed_2U	(1.0, 78.61126512352303)	(2.0, 10.955902535890576)	(3.0, 3.6629902672044516)	(4.0, 1.8697666416855212)	(5.0, 1.0207459451966747)	(6.0, 0.601710172880958)	(7.0, 0.4063708869389048)	(8.0, 0.3204392497562902)	(9.0, 0.22992704378247408)	('>10', 1.1829945599802634)	('>50', 0.057873115164502095)	('>100', 0.0)	('>500', 0.0)	('>1k', 1.0800144579963702)	('>5k', 0.0)	('>10k+', 0.0)
Cross-gam-3_R1_001_trimmed_1P	(1.0, 27.679314982169608)	(2.0, 16.534300081445494)	(3.0, 10.084536397428776)	(4.0, 6.452551037507524)	(5.0, 4.225633053937912)	(6.0, 3.117738660182159)	(7.0, 2.2463943060250577)	(8.0, 1.777381426458215)	(9.0, 1.4030585984807136)	('>10', 15.147759606731235)	('>50', 4.049885063787681)	('>100', 5.788709099623426)	('>500', 0.943308441918712)	('>1k', 0.5494292443034905)	('>5k', 0.0)	('>10k+', 0.0)
Cross-gam-3_R1_001_trimmed_1U	(1.0, 49.05525639500171)	(2.0, 19.11447989132142)	(3.0, 9.161448341333605)	(4.0, 4.845454374072192)	(5.0, 2.9419751593219865)	(6.0, 1.9347231318392333)	(7.0, 1.4494209501153072)	(8.0, 1.0615801879864875)	(9.0, 0.887392719291665)	('>10', 7.8011664025095975)	('>50', 1.1126137840135177)	('>100', 0.6344886631933038)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
Cross-gam-3_R1_001_trimmed_2P	(1.0, 27.4314812265516)	(2.0, 16.07176110365947)	(3.0, 9.82596931993052)	(4.0, 6.360912945190403)	(5.0, 4.251113885716988)	(6.0, 2.9470110261125146)	(7.0, 2.2215122180610583)	(8.0, 1.6811281328232008)	(9.0, 1.4055681836635276)	('>10', 15.363464616290068)	('>50', 4.319355230881115)	('>100', 6.154358858144404)	('>500', 1.114747984508597)	('>1k', 0.8516152684664694)	('>5k', 0.0)	('>10k+', 0.0)
Cross-gam-3_R1_001_trimmed_2U	(1.0, 84.29001040314797)	(2.0, 8.393650384664983)	(3.0, 2.8197093595485936)	(4.0, 1.1998844635995984)	(5.0, 0.7822043292220013)	(6.0, 0.38201505598864977)	(7.0, 0.20697192247273716)	(8.0, 0.1504619003105654)	(9.0, 0.10478596628771518)	('>10', 0.7272325181677326)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.9430736965894365)	('>5k', 0.0)	('>10k+', 0.0)
RESUB-WT-WYS-4_R1_001_trimmed_1P	(1.0, 26.3917029804288)	(2.0, 16.899167809273575)	(3.0, 11.10861335662972)	(4.0, 7.410771047913888)	(5.0, 4.819532210954288)	(6.0, 3.452455841626249)	(7.0, 2.620558558864723)	(8.0, 1.9316062615583662)	(9.0, 1.6401897194172923)	('>10', 14.580144899907744)	('>50', 3.4343817466145046)	('>100', 4.429338225372031)	('>500', 0.8061018267404241)	('>1k', 0.47543551469859285)	('>5k', 0.0)	('>10k+', 0.0)
RESUB-WT-WYS-4_R1_001_trimmed_1U	(1.0, 44.98436761678159)	(2.0, 20.75310111444239)	(3.0, 10.516381139100043)	(4.0, 5.710914596281547)	(5.0, 3.3982890881497028)	(6.0, 2.0960257509899423)	(7.0, 1.5118231292578297)	(8.0, 1.1052957450378538)	(9.0, 0.8878949589315588)	('>10', 7.103590457048398)	('>50', 1.234057019054586)	('>100', 0.6514976539357304)	('>500', 0.04676173098884438)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
RESUB-WT-WYS-4_R1_001_trimmed_2P	(1.0, 26.17376900136199)	(2.0, 16.337921002943112)	(3.0, 10.795389628085353)	(4.0, 7.22183941590472)	(5.0, 4.933298288274832)	(6.0, 3.3805593271333603)	(7.0, 2.567244684750357)	(8.0, 1.9605797527098698)	(9.0, 1.535868932249715)	('>10', 14.869391094248124)	('>50', 3.5399043215291264)	('>100', 5.1183109815663554)	('>500', 0.9183926681492505)	('>1k', 0.5991707033613469)	('>5k', 0.048360197732553525)	('>10k+', 0.0)
RESUB-WT-WYS-4_R1_001_trimmed_2U	(1.0, 81.86084200895867)	(2.0, 10.110957163743073)	(3.0, 3.2120523243337655)	(4.0, 1.4595450467718845)	(5.0, 0.8044901079188859)	(6.0, 0.4824866874640306)	(7.0, 0.3076646908320159)	(8.0, 0.11224559950271604)	(9.0, 0.1497860360510001)	('>10', 0.6782065397774627)	('>50', 0.05163120754434877)	('>100', 0.0)	('>500', 0.7700925871021512)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-S5-1_R1_001_trimmed_1P	(1.0, 17.87355793106814)	(2.0, 12.968269174361827)	(3.0, 9.532442087579948)	(4.0, 6.682648505164057)	(5.0, 4.754017416790434)	(6.0, 3.464987350207095)	(7.0, 2.643229073991543)	(8.0, 2.0831259534556943)	(9.0, 1.7474070423823862)	('>10', 19.537389802340186)	('>50', 5.966896324263444)	('>100', 9.542592512771103)	('>500', 1.8298474578114157)	('>1k', 1.3175415476334182)	('>5k', 0.056047820179303466)	('>10k+', 0.0)
RNAi-S5-1_R1_001_trimmed_1U	(1.0, 31.141918049485113)	(2.0, 17.082294124793393)	(3.0, 11.02727189669909)	(4.0, 6.94405426711226)	(5.0, 4.550543241568162)	(6.0, 3.1271674708807566)	(7.0, 2.4275528415815373)	(8.0, 1.8061121831341096)	(9.0, 1.5161512854208115)	('>10', 14.598658571514376)	('>50', 2.993403637815532)	('>100', 2.568768563446099)	('>500', 0.17510109068237933)	('>1k', 0.04100277586638224)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-S5-1_R1_001_trimmed_2P	(1.0, 17.891865278232178)	(2.0, 12.14824027246937)	(3.0, 8.78338690629906)	(4.0, 6.119205816051939)	(5.0, 4.5635211368804915)	(6.0, 3.2477455654533056)	(7.0, 2.5644096485388874)	(8.0, 2.0203952112183505)	(9.0, 1.6488344729273092)	('>10', 19.277793005482533)	('>50', 6.289784808536061)	('>100', 10.51677145658338)	('>500', 2.471643635648574)	('>1k', 2.2774843945999717)	('>5k', 0.17891839107843371)	('>10k+', 0.0)
RNAi-S5-1_R1_001_trimmed_2U	(1.0, 78.48830348889618)	(2.0, 10.050590064398483)	(3.0, 3.8025169287457654)	(4.0, 1.9009170943778193)	(5.0, 1.186289134120181)	(6.0, 0.7445427110306299)	(7.0, 0.5509692225596967)	(8.0, 0.40381595193816283)	(9.0, 0.3541945002169479)	('>10', 1.8094719032822342)	('>50', 0.09838736117137442)	('>100', 0.0)	('>500', 0.6100016392625214)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-S5-2_R1_001_trimmed_1P	(1.0, 21.547785847666034)	(2.0, 14.03179315058737)	(3.0, 9.281501540301097)	(4.0, 6.120255290903567)	(5.0, 4.075260676345869)	(6.0, 2.926136185799692)	(7.0, 2.0811564848651)	(8.0, 1.6872964535360615)	(9.0, 1.3395036226158201)	('>10', 13.116755774889077)	('>50', 4.056783132009906)	('>100', 9.626625973223447)	('>500', 4.089888682332294)	('>1k', 5.092439995640821)	('>5k', 0.5172861135665269)	('>10k+', 0.40953107571730885)
RNAi-S5-2_R1_001_trimmed_1U	(1.0, 36.32574133350047)	(2.0, 17.327820096572584)	(3.0, 9.335968557375722)	(4.0, 5.222256686625001)	(5.0, 3.0923433910181477)	(6.0, 2.0829921764785735)	(7.0, 1.4560771216413553)	(8.0, 1.125664359472001)	(9.0, 0.9132789441192023)	('>10', 10.572755916205958)	('>50', 3.9422626153077447)	('>100', 6.535665608062271)	('>500', 1.115306400492681)	('>1k', 0.7921013853578635)	('>5k', 0.1597654077703997)	('>10k+', 0.0)
RNAi-S5-2_R1_001_trimmed_2P	(1.0, 21.23421946184894)	(2.0, 13.53888575620274)	(3.0, 9.059249603017932)	(4.0, 5.948738572170989)	(5.0, 4.07571214845323)	(6.0, 2.9354950511151654)	(7.0, 2.1358517562173636)	(8.0, 1.7061815879796438)	(9.0, 1.3333995113872363)	('>10', 13.047815614738367)	('>50', 3.867680264258644)	('>100', 9.6485707808477)	('>500', 4.4213724085557775)	('>1k', 5.546118200640481)	('>5k', 0.8675094906807086)	('>10k+', 0.633199791885132)
RNAi-S5-2_R1_001_trimmed_2U	(1.0, 78.34067261263743)	(2.0, 6.580280980746639)	(3.0, 2.727944160376844)	(4.0, 1.6671846910225705)	(5.0, 1.1981890378875515)	(6.0, 0.8831922817422816)	(7.0, 0.7024232066842001)	(8.0, 0.6795033542936025)	(9.0, 0.4522260751145672)	('>10', 4.790511016459767)	('>50', 0.8122728639617426)	('>100', 0.8482686293617965)	('>500', 0.3173310897110015)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-S5-3_R1_001_trimmed_1P	(1.0, 18.32843939680823)	(2.0, 12.029052988900958)	(3.0, 7.966871527345411)	(4.0, 5.435919426871102)	(5.0, 3.7173505927112793)	(6.0, 2.688968739143669)	(7.0, 1.9531782739187387)	(8.0, 1.5011364436111814)	(9.0, 1.2699787613640168)	('>10', 14.437235292229348)	('>50', 4.759272702240701)	('>100', 11.87606167335432)	('>500', 5.211237613783257)	('>1k', 7.487071728235814)	('>5k', 0.8760329393193872)	('>10k+', 0.4621919001627185)
RNAi-S5-3_R1_001_trimmed_1U	(1.0, 32.307290251314406)	(2.0, 16.179652202880174)	(3.0, 9.044344743449582)	(4.0, 5.27932600469131)	(5.0, 3.289786965919922)	(6.0, 2.265331932280361)	(7.0, 1.6777938695073369)	(8.0, 1.3396165149779722)	(9.0, 1.0876429124192442)	('>10', 12.864235205157563)	('>50', 4.624430165752344)	('>100', 7.888104288955258)	('>500', 1.3817024819871644)	('>1k', 0.7707424607074121)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-S5-3_R1_001_trimmed_2P	(1.0, 17.967711778023997)	(2.0, 11.670291699339328)	(3.0, 7.748673245629554)	(4.0, 5.118317195868384)	(5.0, 3.5322226851114995)	(6.0, 2.565882765050367)	(7.0, 1.9637789905875396)	(8.0, 1.5251687863309935)	(9.0, 1.2664299230973084)	('>10', 14.188168447925536)	('>50', 4.848478889057695)	('>100', 11.598984754900068)	('>500', 5.723234426127004)	('>1k', 8.45819716817101)	('>5k', 0.9471558850942603)	('>10k+', 0.8773033596854453)
RNAi-S5-3_R1_001_trimmed_2U	(1.0, 74.99508268249824)	(2.0, 7.416925646992617)	(3.0, 3.3629249536072776)	(4.0, 2.041242670648783)	(5.0, 1.3809814436379715)	(6.0, 1.223239884582999)	(7.0, 0.8478466310093904)	(8.0, 0.7100542012863521)	(9.0, 0.5965408262261839)	('>10', 6.06115793928848)	('>50', 0.5884699175813597)	('>100', 0.42722526301229513)	('>500', 0.34830793962803985)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-WYS-1_R1_001_trimmed_1P	(1.0, 25.785246299621793)	(2.0, 15.747391667924932)	(3.0, 9.830995311406621)	(4.0, 6.137144060850889)	(5.0, 4.097997427651847)	(6.0, 2.837354760063559)	(7.0, 2.0852798224934888)	(8.0, 1.6319277925952287)	(9.0, 1.3387214117688657)	('>10', 12.470396314401665)	('>50', 3.2370571286247145)	('>100', 7.2958227612768365)	('>500', 3.164275703114682)	('>1k', 3.8429055216181895)	('>5k', 0.4082887214530709)	('>10k+', 0.0891952951336411)
RNAi-WYS-1_R1_001_trimmed_1U	(1.0, 44.88971596272703)	(2.0, 18.712826216684057)	(3.0, 8.971612676422174)	(4.0, 4.6795063908003085)	(5.0, 2.621506949080317)	(6.0, 1.7033231404523435)	(7.0, 1.2076158941433723)	(8.0, 0.9198832851041586)	(9.0, 0.7709188880584843)	('>10', 7.836821803777158)	('>50', 2.767816120406366)	('>100', 4.265791368841343)	('>500', 0.4058607588842941)	('>1k', 0.2468005446186485)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-WYS-1_R1_001_trimmed_2P	(1.0, 25.87103734805985)	(2.0, 15.260629740372494)	(3.0, 9.460042447008474)	(4.0, 6.15843050250762)	(5.0, 4.027208095086266)	(6.0, 2.8934237549011597)	(7.0, 2.053039894577071)	(8.0, 1.628221982625988)	(9.0, 1.2947755820081095)	('>10', 12.734430416469813)	('>50', 3.227560913185992)	('>100', 7.437663343336299)	('>500', 3.3584477021343098)	('>1k', 3.933806068694575)	('>5k', 0.37854414253999924)	('>10k+', 0.2827380664919391)
RNAi-WYS-1_R1_001_trimmed_2U	(1.0, 75.92319335386038)	(2.0, 9.427812531796222)	(3.0, 3.4657657324101208)	(4.0, 1.961076601829921)	(5.0, 1.3768943263548625)	(6.0, 1.0476496920186333)	(7.0, 0.7965451325600741)	(8.0, 0.6257261129792034)	(9.0, 0.49613995020393026)	('>10', 3.735262228672067)	('>50', 0.24835957575054254)	('>100', 0.0978635414381277)	('>500', 0.7977112201259148)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-WYS-2_R1_001_trimmed_1P	(1.0, 25.59973580082798)	(2.0, 15.651706645278015)	(3.0, 9.64326510149443)	(4.0, 6.02009619122119)	(5.0, 3.8620374969439495)	(6.0, 2.740856125292229)	(7.0, 2.0050874863223047)	(8.0, 1.4320009512092815)	(9.0, 1.2041752807275434)	('>10', 10.498347890461925)	('>50', 2.8060490594254857)	('>100', 7.582493409019361)	('>500', 3.9757238783111832)	('>1k', 6.06084487992172)	('>5k', 0.5781136839438061)	('>10k+', 0.3394661195994903)
RNAi-WYS-2_R1_001_trimmed_1U	(1.0, 44.14338104478337)	(2.0, 17.71217415551469)	(3.0, 8.447974178240852)	(4.0, 4.25582482532411)	(5.0, 2.3367204693516794)	(6.0, 1.48316604823978)	(7.0, 1.0151224229862357)	(8.0, 0.7729896266968208)	(9.0, 0.6485306275952321)	('>10', 7.589544353415271)	('>50', 3.395734218634725)	('>100', 6.690559714364247)	('>500', 0.9318878619160734)	('>1k', 0.5763904529368709)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-WYS-2_R1_001_trimmed_2P	(1.0, 25.83352610764098)	(2.0, 15.134750600067056)	(3.0, 9.322481069578176)	(4.0, 5.920441357021851)	(5.0, 3.998162452773694)	(6.0, 2.6721474667010803)	(7.0, 1.9958770848003966)	(8.0, 1.4747611343651155)	(9.0, 1.2383283453156697)	('>10', 10.618339638938322)	('>50', 2.652640661833374)	('>100', 7.502827321771237)	('>500', 4.182972903398741)	('>1k', 6.175022983729043)	('>5k', 0.6910608747997288)	('>10k+', 0.5866599972654528)
RNAi-WYS-2_R1_001_trimmed_2U	(1.0, 73.93842690575323)	(2.0, 8.781245221683315)	(3.0, 3.3589538681449094)	(4.0, 2.147101041209998)	(5.0, 1.3901624847993637)	(6.0, 1.1809107087496047)	(7.0, 0.9567504694841982)	(8.0, 0.7836133889636415)	(9.0, 0.563295523432756)	('>10', 5.475858319765954)	('>50', 0.3970268302346161)	('>100', 0.3529127379863254)	('>500', 0.6737424997920758)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-WYS-3_R1_001_trimmed_1P	(1.0, 21.894410208208974)	(2.0, 14.513328167691153)	(3.0, 9.8929306815041)	(4.0, 6.546369894188279)	(5.0, 4.405794314576933)	(6.0, 3.243620490084097)	(7.0, 2.377747234687423)	(8.0, 1.933978371516864)	(9.0, 1.4924404237028102)	('>10', 13.56667595783556)	('>50', 3.2639712565061534)	('>100', 7.847706614812505)	('>500', 3.5920223615234006)	('>1k', 4.853966274816946)	('>5k', 0.40598170103758524)	('>10k+', 0.1690560473072469)
RNAi-WYS-3_R1_001_trimmed_1U	(1.0, 36.50822330221295)	(2.0, 18.72751464525744)	(3.0, 10.337338361558851)	(4.0, 5.951004599308255)	(5.0, 3.564389972457759)	(6.0, 2.2061165681562946)	(7.0, 1.537838717024214)	(8.0, 1.1617634606545535)	(9.0, 0.8820640262585081)	('>10', 8.55877742964651)	('>50', 3.21384127595616)	('>100', 6.1518011954258345)	('>500', 0.7587235002030456)	('>1k', 0.44060294587962995)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-WYS-3_R1_001_trimmed_2P	(1.0, 21.54137649724703)	(2.0, 14.052831237268373)	(3.0, 9.520160851812088)	(4.0, 6.558651687761275)	(5.0, 4.539769818683103)	(6.0, 3.3016355078231863)	(7.0, 2.363972859641406)	(8.0, 1.8994533419420792)	(9.0, 1.504461447180179)	('>10', 13.569786146548394)	('>50', 3.3933008596703487)	('>100', 7.743261647745792)	('>500', 4.037658061936746)	('>1k', 5.196355145464655)	('>5k', 0.5414569744426309)	('>10k+', 0.23586791483270758)
RNAi-WYS-3_R1_001_trimmed_2U	(1.0, 82.72704240599292)	(2.0, 6.444941268494022)	(3.0, 2.3560204757757055)	(4.0, 1.417525765391635)	(5.0, 0.921670287018514)	(6.0, 0.7583244526655163)	(7.0, 0.5678035117901472)	(8.0, 0.43317393946890265)	(9.0, 0.42434454424923285)	('>10', 3.205868619104994)	('>50', 0.22558376605812358)	('>100', 0.13109841901807182)	('>500', 0.38660254497221175)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-gam-1_R1_001_trimmed_1P	(1.0, 28.17137993387889)	(2.0, 17.506069037928608)	(3.0, 10.844850343368632)	(4.0, 6.741176133197923)	(5.0, 4.428927472007591)	(6.0, 2.8899807066623455)	(7.0, 2.123682159866979)	(8.0, 1.6184111338624088)	(9.0, 1.195896415301247)	('>10', 9.504731964023366)	('>50', 2.191912829364339)	('>100', 6.067299513331986)	('>500', 2.930175643146727)	('>1k', 3.319455208913242)	('>5k', 0.36560230477157063)	('>10k+', 0.10044920037407681)
RNAi-gam-1_R1_001_trimmed_1U	(1.0, 46.111942105121926)	(2.0, 20.193695483761058)	(3.0, 9.515410461910752)	(4.0, 4.733650028463821)	(5.0, 2.593529981914765)	(6.0, 1.4467995511132248)	(7.0, 0.939850331405305)	(8.0, 0.7103077024124156)	(9.0, 0.558232242120892)	('>10', 5.79286143672151)	('>50', 2.535661163348681)	('>100', 4.187377578876085)	('>500', 0.43792406391318184)	('>1k', 0.24275786891632356)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-gam-1_R1_001_trimmed_2P	(1.0, 28.127213542066176)	(2.0, 16.979192783314932)	(3.0, 10.849068125117517)	(4.0, 6.61177451976605)	(5.0, 4.396553576159169)	(6.0, 2.8807275805350243)	(7.0, 2.0600068292715075)	(8.0, 1.62189590890766)	(9.0, 1.2091411312476823)	('>10', 9.79060921125512)	('>50', 2.1669166105970272)	('>100', 6.080909880800638)	('>500', 3.0279512170858522)	('>1k', 3.519378339583555)	('>5k', 0.44431705246914827)	('>10k+', 0.234343691822957)
RNAi-gam-1_R1_001_trimmed_2U	(1.0, 79.90117772108623)	(2.0, 7.9286808677978575)	(3.0, 2.9143030615657888)	(4.0, 1.6743823398837292)	(5.0, 1.106726635569217)	(6.0, 0.7399454248270947)	(7.0, 0.6699550389562955)	(8.0, 0.4439754292117222)	(9.0, 0.4301696151518028)	('>10', 3.1709593251621335)	('>50', 0.16725189120876702)	('>100', 0.12373226645546541)	('>500', 0.7287403831239134)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-gam-2_R1_001_trimmed_1P	(1.0, 24.99990481635749)	(2.0, 14.993989009644606)	(3.0, 9.027890553470263)	(4.0, 5.578937679625938)	(5.0, 3.4217545298192626)	(6.0, 2.316256905804196)	(7.0, 1.6890817217767493)	(8.0, 1.2627710003206096)	(9.0, 0.9744017704758406)	('>10', 8.92900775217722)	('>50', 2.531952993285039)	('>100', 8.303880078763273)	('>500', 4.98319209960746)	('>1k', 8.837938326043943)	('>5k', 1.2243742946550968)	('>10k+', 0.9246664681728748)
RNAi-gam-2_R1_001_trimmed_1U	(1.0, 40.56755649117819)	(2.0, 17.15689222382521)	(3.0, 8.221847167162293)	(4.0, 3.87191556216345)	(5.0, 2.2014731896162045)	(6.0, 1.411474110125163)	(7.0, 0.9552274082452761)	(8.0, 0.7168106739638835)	(9.0, 0.5518133754704367)	('>10', 7.501672360069481)	('>50', 3.9292534249947746)	('>100', 9.316793379729674)	('>500', 2.195666769442583)	('>1k', 1.4016038640132475)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-gam-2_R1_001_trimmed_2P	(1.0, 25.23836567058507)	(2.0, 14.69655344881906)	(3.0, 8.936924522028585)	(4.0, 5.469330940081188)	(5.0, 3.4178538775817597)	(6.0, 2.268741608536194)	(7.0, 1.7251986456022192)	(8.0, 1.2648418239161001)	(9.0, 1.009271214580214)	('>10', 9.007815403285807)	('>50', 2.507888987593547)	('>100', 7.968858611538435)	('>500', 5.291788714106592)	('>1k', 8.832389609341028)	('>5k', 1.3705918099114691)	('>10k+', 0.993585112492617)
RNAi-gam-2_R1_001_trimmed_2U	(1.0, 69.28854980965596)	(2.0, 8.44530175520253)	(3.0, 3.597732976802704)	(4.0, 2.117179844286476)	(5.0, 1.6802768604562641)	(6.0, 1.311904290253753)	(7.0, 1.0528672729675272)	(8.0, 1.0622348441866625)	(9.0, 0.7712587541132103)	('>10', 7.889689047601364)	('>50', 0.9453573050826721)	('>100', 0.5276412865577705)	('>500', 0.0)	('>1k', 1.3100059528330854)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-gam-3_R1_001_trimmed_1P	(1.0, 29.97688055747909)	(2.0, 18.372914035941648)	(3.0, 11.535043531097298)	(4.0, 7.352502899948174)	(5.0, 4.879293308126003)	(6.0, 3.3011702114185164)	(7.0, 2.4568664869694072)	(8.0, 1.8542991418771526)	(9.0, 1.4888484158371498)	('>10', 12.165024168323313)	('>50', 2.5493314676308327)	('>100', 3.2827688734028073)	('>500', 0.48341560764174235)	('>1k', 0.3016412943068217)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-gam-3_R1_001_trimmed_1U	(1.0, 49.06428544878542)	(2.0, 21.486847197047354)	(3.0, 10.256010938490004)	(4.0, 5.145491108767549)	(5.0, 2.8292862483220405)	(6.0, 1.7610195094641303)	(7.0, 1.2121832233588146)	(8.0, 0.877974324922829)	(9.0, 0.6958988089867911)	('>10', 5.436472865887605)	('>50', 0.7961496623293062)	('>100', 0.41721715076018273)	('>500', 0.02116351287793216)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
RNAi-gam-3_R1_001_trimmed_2P	(1.0, 29.75657879626845)	(2.0, 18.0321338323684)	(3.0, 11.382966953989456)	(4.0, 7.147106862274495)	(5.0, 4.853489845941462)	(6.0, 3.149187964938981)	(7.0, 2.5201475526749)	(8.0, 1.8861735450667074)	(9.0, 1.4825180046913207)	('>10', 12.755321703452804)	('>50', 2.6013827116177217)	('>100', 3.451107402037705)	('>500', 0.5686762582790711)	('>1k', 0.38015763115872064)	('>5k', 0.03305093523978353)	('>10k+', 0.0)
RNAi-gam-3_R1_001_trimmed_2U	(1.0, 90.1883964266678)	(2.0, 5.548130940508559)	(3.0, 1.479636607324642)	(4.0, 0.6987434569052171)	(5.0, 0.3448269781647069)	(6.0, 0.15912536461454593)	(7.0, 0.13678676268047402)	(8.0, 0.06353742097116855)	(9.0, 0.035614103975837245)	('>10', 0.26241737458264003)	('>50', 0.03809229964965003)	('>100', 0.052541102965034524)	('>500', 0.0)	('>1k', 0.9921511609897354)	('>5k', 0.0)	('>10k+', 0.0)
WT-S5-1_R1_001_trimmed_1P	(1.0, 24.7124288896261)	(2.0, 15.141195888539997)	(3.0, 9.688268651256541)	(4.0, 6.377330328154801)	(5.0, 4.095865849028174)	(6.0, 2.8955626353470665)	(7.0, 2.26789594079664)	(8.0, 1.7991097045603126)	(9.0, 1.5052671978319627)	('>10', 16.588784384495327)	('>50', 4.915381519570085)	('>100', 7.726543925948694)	('>500', 1.5593775111502572)	('>1k', 0.7269875736940531)	('>5k', 0.0)	('>10k+', 0.0)
WT-S5-1_R1_001_trimmed_1U	(1.0, 38.98448626468722)	(2.0, 18.294901228606403)	(3.0, 10.172847132553127)	(4.0, 5.604960312040162)	(5.0, 3.5849422181428072)	(6.0, 2.5129607683893616)	(7.0, 1.8427747924449858)	(8.0, 1.4473988510600986)	(9.0, 1.2491146226059169)	('>10', 11.829306920763555)	('>50', 2.44325200185623)	('>100', 1.9391213189643617)	('>500', 0.09393356788585931)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
