Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
BA12-gam_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0003061479904690824)	(4, 0.00040411534741918877)	(5, 0.00048167283833802296)	(6, 0.0005429024364318395)	(7, 0.0006490337397944547)	(8, 0.0007347551771257978)	(9, 0.000926607917819756)	(10, 0.001155198417370004)	(12, 0.0014041987829515245)	(14, 0.0016185023762798822)	(16, 0.0018736257016707843)	(18, 0.002087929294999142)	(20, 0.0023920362988650973)	(22, 0.002614503838605964)	(24, 0.0028002336194905405)	(26, 0.003163529234847185)	(28, 0.0034492673592849948)	(30, 0.0036901037784540063)	(32, 0.004022784594763743)	(34, 0.004424858955579805)	(36, 0.004792236544142703)	(38, 0.005133081306864948)	(40, 0.005473926069587193)	(42, 0.005902533256243909)	(44, 0.006347468335725642)	(46, 0.006698518031463523)	(48, 0.007106715352088967)	(50, 0.007467969980842483)	(52, 0.007892495194292946)	(54, 0.008331307313965296)	(56, 0.008794611272875175)	(58, 0.009147701955216182)	(60, 0.009488546717938428)	(62, 0.009882457132341978)	(64, 0.010274326560142405)	(66, 0.010633540202292796)	(68, 0.011045819496124494)	(70, 0.011823435391915962)	(72, 0.012613297207326195)	(74, 0.013470511580639624)	(76, 0.014331807927159311)	(78, 0.015221678086122778)	(80, 0.01614216304413315)	(82, 0.017050402082524764)	(84, 0.01809946919653215)	(86, 0.01944243838138986)	(88, 0.020601718771966118)	(90, 0.022950894352165543)	(92, 0.024718388750473712)	(94, 0.025759291918068594)	(96, 0.026610383331572642)	(98, 0.027628835646533123)	(100, 0.02888404240745636)	(102, 0.030561733395226935)	(104, 0.03261088394476666)	(106, 0.03499067432401299)	(108, 0.03754803053773139)	(110, 0.04077278937067239)	(112, 0.04442003243046073)	(114, 0.04877753882813733)	(116, 0.05387184138954287)	(118, 0.0601213423683184)	(120, 0.0674484842735451)	(122, 0.07593490656934807)	(124, 0.08631944640605935)	(126, 0.09833881651187552)	(128, 0.11168278692312125)	(130, 0.12758615453468852)	(132, 0.14821848810570154)	(134, 0.17146736650192368)	(136, 0.1995023584824791)	(138, 0.2312539870673292)
BA12-gam_R2_001 - illumina_universal_adapter	(1, 0.00023675444596275706)	(2, 0.0002898200976440647)	(3, 0.000387787454594171)	(4, 0.0006449517665882003)	(5, 0.000812312668044632)	(6, 0.0010898868460699333)	(7, 0.0012490838011138562)	(8, 0.001465428381045341)	(9, 0.0017307566394518792)	(10, 0.0020369046299209617)	(12, 0.0024900036558152035)	(14, 0.0030880127305314775)	(16, 0.003561521622456992)	(18, 0.00402482558136687)	(20, 0.006835264133873047)	(22, 0.00747817491385812)	(24, 0.007810855730167856)	(26, 0.008117003720636937)	(28, 0.00865786517046565)	(30, 0.009406907253813337)	(32, 0.010560064684580216)	(34, 0.01197855037375363)	(36, 0.013680733200761729)	(38, 0.015746211643126472)	(40, 0.01831989574966989)	(42, 0.021371170721345076)	(44, 0.025140872977321045)	(46, 0.029467764575950746)	(48, 0.03498046939099735)	(50, 0.04120547853053536)	(52, 0.049575564589960076)	(54, 0.059241677142370566)	(56, 0.07036709511601702)	(58, 0.08373759835310342)	(60, 0.10000426158002733)	(62, 0.11943445404179842)	(64, 0.14302417720074279)	(66, 0.17047544701280384)	(68, 0.20227197730292273)	(70, 0.23795046411218962)	(72, 0.27988457486004137)	(74, 0.33044593597931193)	(76, 0.38840383254831545)	(78, 0.4521132293649315)	(80, 0.5260418461034055)	(82, 0.6088630414717049)	(84, 0.7040485336817488)	(86, 0.81045128826258)	(88, 0.9270671398054597)	(90, 1.0558738043288183)	(92, 1.1990245226989549)	(94, 1.3595338321286885)	(96, 1.535217876952673)	(98, 1.7266113956609277)	(100, 1.9368779174883)	(102, 2.1641070789742622)	(104, 2.4067885500325006)	(106, 2.667742974148537)	(108, 2.945180406071429)	(110, 3.240429528079812)	(112, 3.555153744255235)	(114, 3.8923920836497543)	(116, 4.256475519835206)	(118, 4.645559000922363)	(120, 5.054113494203353)	(122, 5.481865507473358)	(124, 5.936334035378298)	(126, 6.4201846064218575)	(128, 6.931104782782694)	(130, 7.469004761050269)	(132, 8.032841597070384)	(134, 8.626860542977546)	(136, 9.247116371667905)	(138, 9.889610790385941)
BA12-gam_R2_001 - polya	(1, 0.001702182827008098)	(2, 0.002465511816577677)	(3, 0.003090053717134605)	(4, 0.003865628626322947)	(5, 0.004739170892461396)	(6, 0.005714762488756205)	(7, 0.006608714620925925)	(8, 0.007710847386614622)	(9, 0.008935439348490951)	(10, 0.01094581115257126)	(12, 0.013070478206426692)	(14, 0.01554211298281375)	(16, 0.018252543191766696)	(18, 0.020583349892537975)	(20, 0.02252228716550883)	(22, 0.024634708299745497)	(24, 0.02682060495169475)	(26, 0.028877919447646977)	(28, 0.030910742104361687)	(30, 0.032947646734282646)	(32, 0.03496618248477547)	(34, 0.03680919338739934)	(36, 0.0390032539857611)	(38, 0.04081769107594119)	(40, 0.042762751308721425)	(42, 0.04449146696157018)	(44, 0.04607935453880316)	(46, 0.04747947134854842)	(48, 0.04905511300616264)	(50, 0.0508368943106927)	(52, 0.05249213444582887)	(54, 0.054118800768521255)	(56, 0.05564954072086667)	(58, 0.057084354302865105)	(60, 0.05842528250111968)	(62, 0.059933571600830696)	(64, 0.06139287702206665)	(66, 0.06288483822895266)	(68, 0.06439720930186991)	(70, 0.06606673634322799)	(72, 0.06771381253195165)	(74, 0.06942620029197538)	(76, 0.07087325979359257)	(78, 0.0723141963354004)	(80, 0.07383269036812704)	(82, 0.07536343032047245)	(84, 0.07686559646037408)	(86, 0.07815345900694737)	(88, 0.07941478872767999)	(90, 0.08092511881399411)	(92, 0.08244769481992702)	(94, 0.08380290992440348)	(96, 0.08503158385948607)	(98, 0.08647252040129388)	(100, 0.08793998976894235)	(102, 0.08962584470312543)	(104, 0.09098310079420505)	(106, 0.09245465213505977)	(108, 0.09380170329312372)	(110, 0.09508140189328448)	(112, 0.0965896909929955)	(114, 0.09789388143239379)	(116, 0.09934706389382036)	(118, 0.10076759056959692)	(120, 0.10211464172766087)	(122, 0.10345965189912171)	(124, 0.10473322753947309)	(126, 0.10605578685829953)	(128, 0.1072395590881133)	(130, 0.1084906838758303)	(132, 0.10988059575255993)	(134, 0.1112276469106239)	(136, 0.11261551780075041)	(138, 0.1140564543425582)
BA12-gam_R2_001 - polyg	(1, 0.02427549465759511)	(2, 0.025169446789764828)	(3, 0.025487840699852674)	(4, 0.025708267252990413)	(5, 0.025904201966890625)	(6, 0.026079726814759566)	(7, 0.02626749758224727)	(8, 0.026467514269353738)	(9, 0.026683858849285223)	(10, 0.02704919545124499)	(12, 0.027553319142217418)	(14, 0.027973762382461624)	(16, 0.028408492528927718)	(18, 0.028784034063903126)	(20, 0.029188149411322313)	(22, 0.029588182785535252)	(24, 0.030127003248760838)	(26, 0.030753586135920892)	(28, 0.031278119692924586)	(30, 0.03179040733030952)	(32, 0.032341473713153865)	(34, 0.03284559740412629)	(36, 0.033466057331476964)	(38, 0.03413754192390582)	(40, 0.034821272435953426)	(42, 0.03539887164463844)	(44, 0.03604178242462351)	(46, 0.036723471950068)	(48, 0.03736025977024369)	(50, 0.038111342840194504)	(52, 0.03882160617808278)	(54, 0.03954003346238356)	(56, 0.040236009894049934)	(58, 0.040983010990794495)	(60, 0.041807569578457895)	(62, 0.04253824278237744)	(64, 0.043366883343247085)	(66, 0.044138376279229175)	(68, 0.044915992175020646)	(70, 0.04578137049474658)	(72, 0.046642666841266264)	(74, 0.04752437305381722)	(76, 0.04864283371233094)	(78, 0.04976333535744778)	(80, 0.051136919341352394)	(82, 0.05246968359319447)	(84, 0.053896333228780395)	(86, 0.055304613984938175)	(88, 0.05696189510667747)	(90, 0.058659995960479314)	(92, 0.06073363834925657)	(94, 0.06377674937451924)	(96, 0.06611572002170303)	(98, 0.06766278786687346)	(100, 0.06914046216753757)	(102, 0.07081203019549875)	(104, 0.07270198378999457)	(106, 0.07491849524099072)	(108, 0.07769219603464061)	(110, 0.08064142167615942)	(112, 0.08385189360287854)	(114, 0.08777466985408905)	(116, 0.09200563508237178)	(118, 0.0969652325279709)	(120, 0.1027534705344397)	(122, 0.1097744644491973)	(124, 0.11762818089803084)	(126, 0.12658607109915618)	(128, 0.137589029876615)	(130, 0.1498124986427439)	(132, 0.16414634755650634)	(134, 0.18129675798258432)	(136, 0.2011514756578059)	(138, 0.22497183030290363)
BA14-S5_R1_001 - illumina_universal_adapter	(1, 0.0005552004755588879)	(2, 0.0006250370133650372)	(3, 0.0007437591276354912)	(4, 0.001009137971298859)	(5, 0.0012256312384979222)	(6, 0.0015364038317352872)	(7, 0.0017703562333858877)	(8, 0.002004308635036488)	(9, 0.0028213961273684364)	(10, 0.0033591374684757867)	(12, 0.004427636496909873)	(14, 0.005916900665626009)	(16, 0.0072193520957106955)	(18, 0.009066528520683348)	(20, 0.037343342678393246)	(22, 0.04117736860395085)	(24, 0.04166273254170359)	(26, 0.0419263654719218)	(28, 0.04231046642985562)	(30, 0.042907568828098194)	(32, 0.043797984685126606)	(34, 0.04469538419593562)	(36, 0.045681825292447485)	(38, 0.04715363032671208)	(40, 0.04895192117522043)	(42, 0.051151772116114144)	(44, 0.05388238074433458)	(46, 0.057025024945611305)	(48, 0.061047609523245505)	(50, 0.06611774216797195)	(52, 0.07248159667555731)	(54, 0.08031201847707183)	(56, 0.08924760348936864)	(58, 0.100426687278688)	(60, 0.11419496070717036)	(62, 0.13159822592846282)	(64, 0.15227682477286364)	(66, 0.1755655642177693)	(68, 0.2028053057890579)	(70, 0.2347433004412552)	(72, 0.273921598150505)	(74, 0.3192472571001411)	(76, 0.37204193376814493)	(78, 0.43119173537650834)	(80, 0.49801657248976755)	(82, 0.574656934991681)	(84, 0.6633894940147294)	(86, 0.7636992050925921)	(88, 0.8765463206201038)	(90, 0.9991530923060248)	(92, 1.1383739763360288)	(94, 1.2933080813724165)	(96, 1.4672831184416508)	(98, 1.6569923274786105)	(100, 1.863947669526799)	(102, 2.089935214040608)	(104, 2.333298089160587)	(106, 2.5985145628735555)	(108, 2.879313314084521)	(110, 3.1780740228192284)	(112, 3.4962161167085872)	(114, 3.842668197111114)	(116, 4.2170147366268615)	(118, 4.614037199968267)	(120, 5.039456945495097)	(122, 5.487095185524953)	(124, 5.963696383696465)	(126, 6.470334276778402)	(128, 7.008981746963787)	(130, 7.575565578185077)	(132, 8.170902857934603)	(134, 8.8044564370851)	(136, 9.467254066441924)	(138, 10.156820040739841)
BA14-S5_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00025490336299244536)	(4, 0.000356166342811362)	(5, 0.0004190192268368965)	(6, 0.0004888557646430459)	(7, 0.00059361057135227)	(8, 0.0006809062436099568)	(9, 0.0007507427814161062)	(10, 0.0008310547998931781)	(12, 0.0009742197023957843)	(14, 0.0010545317208728562)	(16, 0.0012029343637109237)	(18, 0.0014421245056969855)	(20, 0.001557354793077132)	(22, 0.0016481422922251263)	(24, 0.0017825776275019636)	(26, 0.0019030456552175715)	(28, 0.0020409728173847166)	(30, 0.0021265225761972497)	(32, 0.0022469906039128576)	(34, 0.002400630987086386)	(36, 0.002608394687059681)	(38, 0.002779494204684747)	(40, 0.0028999622324003545)	(42, 0.0030151925197805006)	(44, 0.003222956219753796)	(46, 0.0033888179970434002)	(48, 0.0035581716012233126)	(50, 0.003753713907080531)	(52, 0.003957985780163518)	(54, 0.004120355730562816)	(56, 0.004258282892729961)	(58, 0.004455571112032332)	(60, 0.004612703322096168)	(62, 0.004782056926276082)	(64, 0.004965377838017223)	(66, 0.005153936490093827)	(68, 0.005386142978299273)	(70, 0.006129902105934765)	(72, 0.0068369970512220275)	(74, 0.007418386228458222)	(76, 0.008097546558623023)	(78, 0.009014151117328735)	(80, 0.0101891508659172)	(82, 0.011496840036337348)	(84, 0.013272434010058697)	(86, 0.015020093368657585)	(88, 0.018754602227841425)	(90, 0.0416435274938069)	(92, 0.048985093530678356)	(94, 0.05058784207332948)	(96, 0.051383978604319584)	(98, 0.052106786770613235)	(100, 0.053007678108312556)	(102, 0.05423680117370079)	(104, 0.05554623625756609)	(106, 0.05695868023469546)	(108, 0.058859979976467885)	(110, 0.061089511445929195)	(112, 0.06351458522124774)	(114, 0.06661707341328593)	(116, 0.07030618852289577)	(118, 0.07479842381727633)	(120, 0.08019853410313682)	(122, 0.08681030831993403)	(124, 0.09512434814575611)	(126, 0.1043707057512903)	(128, 0.1153978950708813)	(130, 0.12893221609771305)	(132, 0.14689242770800953)	(134, 0.1673545332852113)	(136, 0.19101340638048958)	(138, 0.21772588209134172)
BA14-S5_R2_001 - illumina_universal_adapter	(1, 0.0005517086486685804)	(2, 0.0006215451864747298)	(3, 0.0007367754738548763)	(4, 0.001002154317518244)	(5, 0.0012186475847173073)	(6, 0.0015049773897225199)	(7, 0.0017389297913731204)	(8, 0.001972882193023721)	(9, 0.002751559589562287)	(10, 0.003275333623108408)	(12, 0.0043193898633103415)	(14, 0.005752784801781558)	(16, 0.0070255557032986304)	(18, 0.008811625157690902)	(20, 0.0340278530460463)	(22, 0.03768030397330792)	(24, 0.03815519243038973)	(26, 0.03841882536060795)	(28, 0.038801180405096614)	(30, 0.03938431549577796)	(32, 0.040266001785580596)	(34, 0.041149433988828386)	(36, 0.04214111282567571)	(38, 0.04360593420615969)	(40, 0.04535184765131343)	(42, 0.0474853538812913)	(44, 0.050154855538931356)	(46, 0.05322417137551162)	(48, 0.05715946028088814)	(50, 0.06210737898445383)	(52, 0.06828092892651744)	(54, 0.07589485746083288)	(56, 0.08457553911013724)	(58, 0.0953967106432001)	(60, 0.10879485042130986)	(62, 0.12562371011914672)	(64, 0.14561791089304732)	(66, 0.16822399818089784)	(68, 0.19457681572204832)	(70, 0.225406155336573)	(72, 0.2632854934426284)	(74, 0.3072685449529413)	(76, 0.3584290466362813)	(78, 0.4156216792726273)	(80, 0.4801523861189545)	(82, 0.554077853213654)	(84, 0.6399139418311922)	(86, 0.7368680072674695)	(88, 0.8455615947089604)	(90, 0.9640270597029768)	(92, 1.0983593860865504)	(94, 1.2476891089639945)	(96, 1.4152915619584177)	(98, 1.5983243979811097)	(100, 1.7973847194303127)	(102, 2.0146007947956694)	(104, 2.2489111087025266)	(106, 2.5038144716949717)	(108, 2.7729592506595364)	(110, 3.059032406388311)	(112, 3.363854926604592)	(114, 3.695796720364446)	(116, 4.0537386571495295)	(118, 4.43226316753953)	(120, 4.837157954605133)	(122, 5.262607380660531)	(124, 5.716382506450103)	(126, 6.198383814907475)	(128, 6.710194849527403)	(130, 7.248613605051473)	(132, 7.812515713221007)	(134, 8.412614098935467)	(136, 9.04030140891025)	(138, 9.690701306893033)
BA14-S5_R2_001 - polyg	(1, 0.026373768502492328)	(2, 0.027051182919211977)	(3, 0.02744575935781672)	(4, 0.027707646374589782)	(5, 0.02787525406532454)	(6, 0.028049845409839912)	(7, 0.028224436754355285)	(8, 0.02843743819466404)	(9, 0.028622505019850336)	(10, 0.028868678815617013)	(12, 0.02931039491724091)	(14, 0.029612437943252506)	(16, 0.029904005488593177)	(18, 0.030214778081830544)	(20, 0.03054126389607429)	(22, 0.030942823988459652)	(24, 0.03132168720605801)	(26, 0.03173197686566914)	(28, 0.03211956965049327)	(30, 0.03253160522354955)	(32, 0.03297855906550891)	(34, 0.03341852925368765)	(36, 0.03392309823933708)	(38, 0.03434560929306428)	(40, 0.034764628519901176)	(42, 0.03518015591984777)	(44, 0.035592191492904046)	(46, 0.03607231769032133)	(48, 0.03658561624319652)	(50, 0.037133833064974794)	(52, 0.03769776310775945)	(54, 0.03824772584298288)	(56, 0.03880816405887723)	(58, 0.03943494698568742)	(60, 0.040093156354510384)	(62, 0.04078453807879126)	(64, 0.04142878014005299)	(66, 0.04212365369122417)	(68, 0.04277837123315682)	(70, 0.04348022843810863)	(72, 0.04430255367077603)	(74, 0.0450620260194179)	(76, 0.04644828129486998)	(78, 0.047546460851871676)	(80, 0.04889256011808521)	(82, 0.05025961034564058)	(84, 0.05211027859750354)	(86, 0.05396793050314712)	(88, 0.056296979038982196)	(90, 0.059247572761292014)	(92, 0.0663010630797131)	(94, 0.08348608912036132)	(96, 0.0943666217105594)	(98, 0.09688597481191624)	(100, 0.09829143513526499)	(102, 0.09983133079389059)	(104, 0.1015178831819091)	(106, 0.10351171633627466)	(108, 0.10562950934524615)	(110, 0.10764429346095356)	(112, 0.11015840882197495)	(114, 0.11300773956446583)	(116, 0.11607880131449125)	(118, 0.11976267868376564)	(120, 0.12404016662439227)	(122, 0.12890951922292604)	(124, 0.1346745254188237)	(126, 0.1418449919380701)	(128, 0.14997571085215103)	(130, 0.15940713528287148)	(132, 0.17053733349572656)	(134, 0.18407863817633893)	(136, 0.20042562576331335)	(138, 0.22051585177669739)
BA14-WYS_R1_001 - illumina_universal_adapter	(1, 0.000177261055555863)	(2, 0.000250759542005855)	(3, 0.00036749243224995986)	(4, 0.0006009582127381697)	(5, 0.0007652489471557988)	(6, 0.0009943912872645974)	(7, 0.0011759757831998716)	(8, 0.0014137650040674926)	(9, 0.0020147232168056623)	(10, 0.002354113286589449)	(12, 0.002868602691739393)	(14, 0.0033528280142334577)	(16, 0.003832729896348111)	(18, 0.004273720815048063)	(20, 0.007546565182262412)	(22, 0.008117259312344702)	(24, 0.008402606377385848)	(26, 0.008662012800150524)	(28, 0.009148399842834295)	(30, 0.00981637138145334)	(32, 0.010843188471563521)	(34, 0.012131573704628088)	(36, 0.013471840222245589)	(38, 0.01521418669514834)	(40, 0.01723539507252312)	(42, 0.019684624047459617)	(44, 0.022585652542044594)	(46, 0.025986038400451574)	(48, 0.030063042678236424)	(50, 0.035261979734478505)	(52, 0.0413882947521043)	(54, 0.04920075151770051)	(56, 0.057914645602403975)	(58, 0.06815687586122932)	(60, 0.08023656828130449)	(62, 0.0952886259622249)	(64, 0.11338006222987145)	(66, 0.13381480318315891)	(68, 0.15771478160054453)	(70, 0.18603980124625763)	(72, 0.21870123159252025)	(74, 0.2577721623012601)	(76, 0.3039875782369771)	(78, 0.35583859870725676)	(80, 0.4149659693360856)	(82, 0.4825694448287503)	(84, 0.5603892099379638)	(86, 0.6478480853730748)	(88, 0.7427648954626704)	(90, 0.8480687710638015)	(92, 0.965186447501674)	(94, 1.0951274481048805)	(96, 1.240297767444563)	(98, 1.3999645823764117)	(100, 1.5732588813841648)	(102, 1.7596726602232418)	(104, 1.9635120655115355)	(106, 2.1850278567910526)	(108, 2.4229511043104353)	(110, 2.6777509013508505)	(112, 2.9512452545918397)	(114, 3.2440999738518324)	(116, 3.5593457908367965)	(118, 3.8969178539410407)	(120, 4.2543777427905765)	(122, 4.632432339887439)	(124, 5.032735361176751)	(126, 5.455764546820438)	(128, 5.906504823575963)	(130, 6.383724010935191)	(132, 6.880785627915728)	(134, 7.404261303894279)	(136, 7.957229328420983)	(138, 8.534700451298)
BA14-WYS_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002421126612470324)	(4, 0.00036316899187054856)	(5, 0.000428020597561718)	(6, 0.0005534003685646455)	(7, 0.000739308304879331)	(8, 0.000812806791329323)	(9, 0.0009727740853675409)	(10, 0.0012127250264248675)	(12, 0.0014440290867233719)	(14, 0.0016407456239865856)	(16, 0.001839623881439505)	(18, 0.0020947068638247713)	(20, 0.0023605984471585656)	(22, 0.0026351369112511827)	(24, 0.0028880581734467437)	(26, 0.0031993458807643566)	(28, 0.003489016386184913)	(30, 0.0036554688407922477)	(32, 0.0039170369837466315)	(34, 0.004284529415996591)	(36, 0.0047060648529891926)	(38, 0.0049978970785994545)	(40, 0.005365389510849414)	(42, 0.005730720222909668)	(44, 0.00613712361857433)	(46, 0.006461381647030177)	(48, 0.006794286556244847)	(50, 0.007215821993237448)	(52, 0.007743281719525624)	(54, 0.008259932844865276)	(56, 0.00867930656166817)	(58, 0.00902734351221078)	(60, 0.009388350783891622)	(62, 0.009814209661263635)	(64, 0.010250877139584174)	(66, 0.01068538289771501)	(68, 0.011176093380778192)	(70, 0.011701391386876665)	(72, 0.012300187879425127)	(74, 0.013136773592841213)	(76, 0.013969035865877886)	(78, 0.014959103712763072)	(80, 0.01603347864704678)	(82, 0.01704084025544961)	(84, 0.018091436267646553)	(86, 0.019237147968190545)	(88, 0.020354757306268366)	(90, 0.02361895479272389)	(92, 0.025043528397739913)	(94, 0.026027111084055983)	(96, 0.02684640303595442)	(98, 0.027868896685685193)	(100, 0.029133502996662997)	(102, 0.03075046969856282)	(104, 0.03271331163081555)	(106, 0.03488800214165942)	(108, 0.037231306827300345)	(110, 0.0399702063076574)	(112, 0.04315874358747323)	(114, 0.04656993804682874)	(116, 0.05064045716404447)	(118, 0.05543515254481159)	(120, 0.06129125253872419)	(122, 0.06820875714578226)	(124, 0.07644707278875047)	(126, 0.08619643084432294)	(128, 0.09725579133485704)	(130, 0.10957543469598952)	(132, 0.12560891334303628)	(134, 0.14400731387762106)	(136, 0.16566558845828191)	(138, 0.18990928038583074)
BA14-WYS_R2_001 - illumina_universal_adapter	(1, 0.0001729376151764517)	(2, 0.0002377892208676211)	(3, 0.0003458752303529034)	(4, 0.0005663706897028793)	(5, 0.0007220145433616859)	(6, 0.0009425100027116618)	(7, 0.0011111241775087022)	(8, 0.0013489133983763232)	(9, 0.0019369012899762591)	(10, 0.0022806148001394567)	(12, 0.0028037510860482234)	(14, 0.0032966232893011107)	(16, 0.0037743634512260585)	(18, 0.004228324691064244)	(20, 0.007226630594185976)	(22, 0.007790839563699149)	(24, 0.008071863188360883)	(26, 0.00832694617074615)	(28, 0.008817656653809331)	(30, 0.009507245394325433)	(32, 0.010538385924815026)	(34, 0.011790021914654595)	(36, 0.013080568867908867)	(38, 0.014777519216827798)	(40, 0.016733875988511407)	(42, 0.01913122367889497)	(44, 0.021954430246650544)	(46, 0.025285641058986945)	(48, 0.02925455932728651)	(50, 0.03426326500683449)	(52, 0.04025122993231914)	(54, 0.047841029518375655)	(56, 0.056334428143729146)	(58, 0.06631076681922071)	(60, 0.07808998013292677)	(62, 0.09282210322577075)	(64, 0.1105287532996497)	(66, 0.13039063840266518)	(68, 0.15354482335460234)	(70, 0.18094462675912143)	(72, 0.21261815097868855)	(74, 0.25044825429853734)	(76, 0.2952261263081001)	(78, 0.3452958893420623)	(80, 0.4022680249417546)	(82, 0.4673206706105666)	(84, 0.5423842424779055)	(86, 0.6264881281785933)	(88, 0.7179224070425732)	(90, 0.8194000379079253)	(92, 0.9321704950442997)	(94, 1.0573643581109125)	(96, 1.1970828191321576)	(98, 1.3508416527855407)	(100, 1.517393546521602)	(102, 1.6967276917393928)	(104, 1.8926443925324155)	(106, 2.10485181667506)	(108, 2.3325825534999804)	(110, 2.576837479455011)	(112, 2.838492091216983)	(114, 3.1187547903719404)	(116, 3.419687857980864)	(118, 3.7414923340213946)	(120, 4.081217470434585)	(122, 4.440609937133718)	(124, 4.821859556670965)	(126, 5.223561210923016)	(128, 5.6518520235084475)	(130, 6.106074831489588)	(132, 6.578015098145555)	(134, 7.074460624872026)	(136, 7.599438696382421)	(138, 8.144868802607622)
BA14-WYS_R2_001 - polyg	(1, 0.025175393329311957)	(2, 0.026040081405194215)	(3, 0.0264940426450324)	(4, 0.026766419388935314)	(5, 0.026939357004111764)	(6, 0.02719011654611762)	(7, 0.02738899480357054)	(8, 0.02759219650140287)	(9, 0.027881867006823425)	(10, 0.028290432122677792)	(12, 0.028753040243274804)	(14, 0.029228618685010043)	(16, 0.029680418204658523)	(18, 0.03018842244923935)	(20, 0.030657515730405475)	(22, 0.03115687309422748)	(24, 0.03172108206374065)	(26, 0.03228096759287442)	(28, 0.03283869140181847)	(30, 0.03337263628867577)	(32, 0.03390441945534335)	(34, 0.03450753938827123)	(36, 0.03516470232594175)	(38, 0.035741881616593155)	(40, 0.036364457031228384)	(42, 0.03698703244586361)	(44, 0.03758366721822237)	(46, 0.03825596219722083)	(48, 0.03888718449261487)	(50, 0.039550832590854505)	(52, 0.04041768238692647)	(54, 0.04116996101294403)	(56, 0.04183793255156308)	(58, 0.04257075569587329)	(60, 0.043396532808340854)	(62, 0.044047210585442254)	(64, 0.04480381265183923)	(66, 0.04577010157663765)	(68, 0.04657858492758756)	(70, 0.0474000385996757)	(72, 0.04836632752447413)	(74, 0.049140223352388754)	(76, 0.0501540701213607)	(78, 0.05127600289981793)	(80, 0.05263572489914278)	(82, 0.054187839995351435)	(84, 0.056081506881533585)	(86, 0.057620651656604)	(88, 0.05921600115660677)	(90, 0.06099725859292422)	(92, 0.06307899513561076)	(94, 0.06630211993846188)	(96, 0.06878809815662337)	(98, 0.07031427261055556)	(100, 0.0718663877067642)	(102, 0.07367790922573754)	(104, 0.07551537138698734)	(106, 0.07762521029214006)	(108, 0.0800917330285942)	(110, 0.08290413099540124)	(112, 0.08591973066004062)	(114, 0.08923580943104908)	(116, 0.09285885246899575)	(118, 0.09703529587550705)	(120, 0.10171758180640948)	(122, 0.10716079324408831)	(124, 0.11325468245886852)	(126, 0.12058723734235008)	(128, 0.12902443124277121)	(130, 0.1388213471425172)	(132, 0.1500060874040542)	(134, 0.16291588037697635)	(136, 0.17796793805789674)	(138, 0.1961739454955977)
BA14-gam_R1_001 - illumina_universal_adapter	(1, 0.0002917991422302343)	(2, 0.0003217272593820532)	(3, 0.00045640378656523826)	(4, 0.0005798572698164912)	(5, 0.0006995697384237668)	(6, 0.0008080591630991104)	(7, 0.0009240306170624086)	(8, 0.0010474841003136617)	(9, 0.001185901642140824)	(10, 0.0014552546965071944)	(12, 0.0019004354391405005)	(14, 0.0024036019087554554)	(16, 0.002906768378370411)	(18, 0.0034510860090691173)	(20, 0.008146059387260707)	(22, 0.008922319925886012)	(24, 0.009279586824385849)	(26, 0.009563903937328129)	(28, 0.010096998524094902)	(30, 0.010959302399531684)	(32, 0.012519305506070246)	(34, 0.014361755218229097)	(36, 0.0162453560914717)	(38, 0.018957591708355287)	(40, 0.022139324663058034)	(42, 0.026166526927299663)	(44, 0.031381501341004106)	(46, 0.03705849106323976)	(48, 0.04411404468178107)	(50, 0.05334686882311719)	(52, 0.06472516486277435)	(54, 0.07814979591268711)	(56, 0.09415759757426626)	(58, 0.11396065859216042)	(60, 0.13639739391941463)	(62, 0.16427730555365594)	(64, 0.19795578988606216)	(66, 0.2371784579208428)	(68, 0.280774372074433)	(70, 0.33217404277536)	(72, 0.391167973203561)	(74, 0.4595237927783154)	(76, 0.537089990406542)	(78, 0.6242144804501308)	(80, 0.7229922311097092)	(82, 0.833587847029612)	(84, 0.957351834496315)	(86, 1.0957431892209697)	(88, 1.2483503995927383)	(90, 1.4128671300836086)	(92, 1.5939135337788932)	(94, 1.7937978167139257)	(96, 2.0174525066967903)	(98, 2.2585047852814717)	(100, 2.5192871750984898)	(102, 2.8007237067649067)	(104, 3.103102438408309)	(106, 3.422343793559439)	(108, 3.7563434514810603)	(110, 4.107901561634189)	(112, 4.481148204185777)	(114, 4.880467848298564)	(116, 5.305884810567738)	(118, 5.76333608123329)	(120, 6.247183951226747)	(122, 6.751846826699293)	(124, 7.285865444083129)	(126, 7.848328866312448)	(128, 8.442678826859707)	(130, 9.071064538637874)	(132, 9.727863256637047)	(134, 10.417180744428993)	(136, 11.136263615235746)	(138, 11.8775063862861)
