Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
Cross-gam-2_R1_001 - illumina_universal_adapter	(1, 0.00027375247574895254)	(2, 0.00034881363845431053)	(3, 0.0005430895889858252)	(4, 0.0012098093283098871)	(5, 0.0015895305043487568)	(6, 0.002061974293141304)	(7, 0.002477018369276813)	(8, 0.0029406314330452)	(9, 0.003377752321741108)	(10, 0.004128363948794688)	(12, 0.005298435014495856)	(14, 0.006298514623481948)	(16, 0.007479624095463317)	(18, 0.008375942685415532)	(20, 0.009142008081261392)	(22, 0.00986612753324249)	(24, 0.010404801759716236)	(26, 0.010965552798750382)	(28, 0.011632272538074443)	(30, 0.012647805915852815)	(32, 0.014069552644742536)	(34, 0.015901928087255688)	(36, 0.01800805600551779)	(38, 0.02020911421778961)	(40, 0.023357267688902564)	(42, 0.027152271768035224)	(44, 0.03142855036098459)	(46, 0.036292072168040576)	(48, 0.042040874158768574)	(50, 0.049025977652878944)	(52, 0.05768891890157967)	(54, 0.06832111183066802)	(56, 0.08042582815753502)	(58, 0.09488834806585265)	(60, 0.11234889911987254)	(62, 0.1334123859837496)	(64, 0.15868150564038275)	(66, 0.1871892936996265)	(68, 0.22050541153452524)	(70, 0.2595592929538718)	(72, 0.30507726509090327)	(74, 0.35756488695325284)	(76, 0.41884128789589736)	(78, 0.4888468605249239)	(80, 0.5675860202028444)	(82, 0.6578890142999021)	(84, 0.7616014643461464)	(86, 0.8786461014976159)	(88, 1.0064907153536329)	(90, 1.1489788789809625)	(92, 1.306207730354871)	(94, 1.4801487288370019)	(96, 1.6746498628566329)	(98, 1.8879052491463229)	(100, 2.114605414285296)	(102, 2.361397686535489)	(104, 2.6318783786629902)	(106, 2.927210938689733)	(108, 3.2398583428075973)	(110, 3.5768807556733986)	(112, 3.9360020579121597)	(114, 4.322633276282435)	(116, 4.738781193045963)	(118, 5.179491771464193)	(120, 5.649109728249008)	(122, 6.143506699451617)	(124, 6.667259208315787)	(126, 7.221572648807321)	(128, 7.81123768925182)	(130, 8.430357613014404)	(132, 9.074236682063479)	(134, 9.749656893217592)	(136, 10.452938041822932)	(138, 11.187866301233605)
Cross-gam-2_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.000295829288309352)	(4, 0.00042829016367174836)	(5, 0.0004901052388408667)	(6, 0.0005607510390341448)	(7, 0.0006799658268603015)	(8, 0.0007506116270535796)	(9, 0.0008300881522710174)	(10, 0.000953718302609254)	(12, 0.001143578890628689)	(14, 0.0013047396223196046)	(16, 0.0014813541228027999)	(18, 0.0016822531171024344)	(20, 0.001911851967730588)	(22, 0.0020840511057017034)	(24, 0.0021966428497597404)	(26, 0.0023291037251221367)	(28, 0.0024483185129482933)	(30, 0.002640386782223768)	(32, 0.002828039688987163)	(34, 0.003084130714687796)	(36, 0.003432944353142107)	(38, 0.0036934507413548196)	(40, 0.003894349735654454)	(42, 0.0042012174302440055)	(44, 0.004512500487345637)	(46, 0.00478846064435063)	(48, 0.005079874570147902)	(50, 0.005338173277104574)	(52, 0.005594264302805208)	(54, 0.00588567822860248)	(56, 0.006148392298071233)	(58, 0.0063183837547863084)	(60, 0.006559021011694662)	(62, 0.006786412181066776)	(64, 0.007049126250535528)	(66, 0.007296386551212002)	(68, 0.007616500333337793)	(70, 0.00848411906696149)	(72, 0.009106685181164753)	(74, 0.010263510159329681)	(76, 0.011471111806383529)	(78, 0.012643390553340735)	(80, 0.013930468725612022)	(82, 0.0154493534297675)	(84, 0.0168534387086089)	(86, 0.018454007619237857)	(88, 0.01988679275440778)	(90, 0.021206986145519663)	(92, 0.02245211837392619)	(94, 0.023458821026680402)	(96, 0.024545000204652053)	(98, 0.025659879238952223)	(100, 0.02721629452446038)	(102, 0.02912152344842285)	(104, 0.031485950073641626)	(106, 0.03427645918127611)	(108, 0.037289944095770626)	(110, 0.04092820280572445)	(112, 0.04539654966794929)	(114, 0.05020046408109219)	(116, 0.0557064211336558)	(118, 0.06214181199501223)	(120, 0.06988856552245638)	(122, 0.07911225781019124)	(124, 0.09043103960990803)	(126, 0.10341441307667891)	(128, 0.1182831463361079)	(130, 0.1357392820276157)	(132, 0.15824880011419895)	(134, 0.18378725688406897)	(136, 0.21297721845142906)	(138, 0.2467966876127049)
Cross-gam-2_R2_001 - illumina_universal_adapter	(1, 0.0002649217507247928)	(2, 0.00034439827594223065)	(3, 0.0005254281389375057)	(4, 0.0011921478782615676)	(5, 0.0015718690543004372)	(6, 0.0020310667555567445)	(7, 0.0024416954691801737)	(8, 0.0028744009953640018)	(9, 0.003267368258939111)	(10, 0.004002526117200411)	(12, 0.00515493573285326)	(14, 0.006168261429375592)	(16, 0.007309632638748241)	(18, 0.008183874416140057)	(20, 0.008963185899522157)	(22, 0.009658605495174737)	(24, 0.010164164502807884)	(26, 0.01070725409179371)	(28, 0.011378389193629851)	(30, 0.012369638077591784)	(32, 0.013736192775080506)	(34, 0.015544283723777218)	(36, 0.01757755816059)	(38, 0.019714593616436665)	(40, 0.02275457070600366)	(42, 0.02645685217238264)	(44, 0.03060950061499377)	(46, 0.03539133821557627)	(48, 0.040967941068333166)	(50, 0.04771461498679122)	(52, 0.056055234772110114)	(54, 0.06630108348139148)	(56, 0.07805477848854811)	(58, 0.09199849330169638)	(60, 0.10877687084759992)	(62, 0.12920233782848145)	(64, 0.15346254715110436)	(66, 0.18087311762609626)	(68, 0.21300812598901359)	(70, 0.2507992137299053)	(72, 0.2948866084130229)	(74, 0.34519745655691714)	(76, 0.40378490172970505)	(78, 0.47097347307602455)	(80, 0.5465026642076629)	(82, 0.6329576698754431)	(84, 0.7322348882783032)	(86, 0.8442460121660016)	(88, 0.9663131241749618)	(90, 1.1023107049095344)	(92, 1.2520047401565786)	(94, 1.4180444474233425)	(96, 1.603474219161905)	(98, 1.8062342887603813)	(100, 2.0218143634126813)	(102, 2.2565306191923358)	(104, 2.513672501170844)	(106, 2.794370342151298)	(108, 3.0904027371362055)	(110, 3.409454624577842)	(112, 3.7478921611287648)	(114, 4.113517292347819)	(116, 4.506670001148436)	(118, 4.922952586468583)	(120, 5.364464553182755)	(122, 5.828629537265152)	(124, 6.320832073299257)	(126, 6.841482789998691)	(128, 7.394217738392156)	(130, 7.975581897313946)	(132, 8.578621070807536)	(134, 9.211254211538341)	(136, 9.869227117725972)	(138, 10.553385331291494)
Cross-gam-2_R2_001 - polyg	(1, 0.02054909713121976)	(2, 0.021617614859143094)	(3, 0.02202824357276652)	(4, 0.022284334598467154)	(5, 0.02246977982397451)	(6, 0.022686132587066424)	(7, 0.022990792600399934)	(8, 0.023255714351124727)	(9, 0.0235692050894824)	(10, 0.024028402790738708)	(12, 0.02459798455479701)	(14, 0.025125620374990557)	(16, 0.025591441120014984)	(18, 0.026057261865039413)	(20, 0.026662166529194356)	(22, 0.02726044814958118)	(24, 0.027803537738567002)	(26, 0.028373119502625308)	(28, 0.02900451634185273)	(30, 0.029644743906104314)	(32, 0.030198871901370338)	(34, 0.030856760915670238)	(36, 0.03148815775489766)	(38, 0.032077608650260325)	(40, 0.03275978215837667)	(42, 0.03340221740388429)	(44, 0.034068937143208355)	(46, 0.03469812630117974)	(48, 0.03541783039064876)	(50, 0.03612428839258154)	(52, 0.03695879190736463)	(54, 0.03767408063432157)	(56, 0.03833638501113355)	(58, 0.039080373594419016)	(60, 0.0397757931900716)	(62, 0.04046900510446814)	(64, 0.041327793113067675)	(66, 0.04215346590282661)	(68, 0.04290186984862415)	(70, 0.043681181332006255)	(72, 0.044559838471910154)	(74, 0.04540096503046137)	(76, 0.04650039029596925)	(78, 0.04788902180601838)	(80, 0.04980087377374896)	(82, 0.05171272574147955)	(84, 0.053651069884282615)	(86, 0.055695382727375606)	(88, 0.05776618774554107)	(90, 0.05994516914525249)	(92, 0.06223011924525383)	(94, 0.06409560990660758)	(96, 0.06613550738718849)	(98, 0.06785308340438756)	(100, 0.0695242981152098)	(102, 0.07134121978893065)	(104, 0.0733104714693183)	(106, 0.0756219137443921)	(108, 0.07852722227734066)	(110, 0.08177692908623146)	(112, 0.0853666188085524)	(114, 0.0892256456441102)	(116, 0.0940008602009246)	(118, 0.09939422550943017)	(120, 0.1051606889502065)	(122, 0.11188087069359207)	(124, 0.11958126291465938)	(126, 0.12890871622142813)	(128, 0.13963142408201412)	(130, 0.15207612332231124)	(132, 0.1665320201868608)	(134, 0.1839660790658082)	(136, 0.20363651905712404)	(138, 0.22777972127317686)
Cross-gam-3_R1_001 - illumina_universal_adapter	(1, 0.00018273454016299616)	(2, 0.00023349413465271733)	(3, 0.0003248614047342154)	(4, 0.0006294189716725423)	(5, 0.0008020015929375943)	(6, 0.001010115930345451)	(7, 0.0011928504705084472)	(8, 0.0014263446051611644)	(9, 0.0016598387398138819)	(10, 0.0020456116579357624)	(12, 0.0026166570959451256)	(14, 0.0030785694058015883)	(16, 0.003720678276096561)	(18, 0.004182590585953024)	(20, 0.004596281281044251)	(22, 0.004992206118064076)	(24, 0.005383054995634929)	(26, 0.005758675994858865)	(28, 0.006278961838378507)	(30, 0.007187558579744516)	(32, 0.008464162381161003)	(34, 0.009867665168801793)	(36, 0.011611257239523713)	(38, 0.013674634755530879)	(40, 0.015989272264262167)	(42, 0.018750594204502993)	(44, 0.022110879359722536)	(46, 0.025760494203533487)	(48, 0.030392307200720545)	(50, 0.036199204810344644)	(52, 0.04315073127571195)	(54, 0.051383937501944726)	(56, 0.06113231762369568)	(58, 0.07240856153958722)	(60, 0.08564666378250652)	(62, 0.10200394310681915)	(64, 0.12127482315484178)	(66, 0.1426979100092286)	(68, 0.1683061254292929)	(70, 0.19731015772071958)	(72, 0.23156527006210792)	(74, 0.27171864728320183)	(76, 0.3174428899995426)	(78, 0.36823040226623316)	(80, 0.42729426641447266)	(82, 0.4941877980127517)	(84, 0.5694541247221102)	(86, 0.6528470625092732)	(88, 0.7464553686874924)	(90, 0.848200437862414)	(92, 0.9618308660871038)	(94, 1.0868847410517053)	(96, 1.2232021700335758)	(98, 1.3742957169714045)	(100, 1.5342950347624544)	(102, 1.7098876999807469)	(104, 1.8999696914461301)	(106, 2.104221223713319)	(108, 2.322309821438406)	(110, 2.5569130532307236)	(112, 2.8068558344778354)	(114, 3.0752877980178277)	(116, 3.3633688005847913)	(118, 3.668860344061729)	(120, 3.992990810635292)	(122, 4.3344861344837895)	(124, 4.69976740431017)	(126, 5.086578356139365)	(128, 5.498314806842739)	(130, 5.930657114929214)	(132, 6.383034234960782)	(134, 6.859689669036785)	(136, 7.3633415934421445)	(138, 7.889426720632238)
Cross-gam-3_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00017765858071402404)	(4, 0.00030963352638729906)	(5, 0.00034008928308113174)	(6, 0.00043145655316262983)	(7, 0.0005126719043461837)	(8, 0.0005938872555297375)	(9, 0.0006801785661622635)	(10, 0.0008248434104579688)	(12, 0.0009796601736516183)	(14, 0.0012030023894063914)	(16, 0.0013705090512224714)	(18, 0.0015633955102834116)	(20, 0.0018121175232830452)	(22, 0.0019390165095073482)	(24, 0.0021141371104968863)	(26, 0.002322251447904743)	(28, 0.0025202138664146556)	(30, 0.0026598027512613883)	(32, 0.0028755310278427036)	(34, 0.003114101121944393)	(36, 0.003408506769984776)	(38, 0.003639462924913007)	(40, 0.0039440204918513334)	(42, 0.004233350180442744)	(44, 0.004581053402697334)	(46, 0.004860231172390801)	(48, 0.005108953185390434)	(50, 0.005375441056461471)	(52, 0.005575941454695869)	(54, 0.0058043596298996145)	(56, 0.006032777805103359)	(58, 0.006263733960031591)	(60, 0.0065149939527557104)	(62, 0.0067383361685104835)	(64, 0.007014975958479464)	(66, 0.007342375342938166)	(68, 0.0077002304840906996)	(70, 0.008289041780171464)	(72, 0.008766181968374843)	(74, 0.00943113265619019)	(76, 0.010212830411331896)	(78, 0.010946306551708366)	(80, 0.011758460063543905)	(82, 0.012641677007665053)	(84, 0.013540121830133117)	(86, 0.014573079577998943)	(88, 0.015529897934130187)	(90, 0.016408038918802364)	(92, 0.017273490004852107)	(94, 0.01802473200329998)	(96, 0.018867341271829353)	(98, 0.019864767303552376)	(100, 0.02114390908469335)	(102, 0.022910342972935642)	(104, 0.02477322009070841)	(106, 0.02702694608605203)	(108, 0.029694362776486877)	(110, 0.032770394202563974)	(112, 0.035897185223130804)	(114, 0.039937648944512606)	(116, 0.04427251831393479)	(118, 0.04953628826251888)	(120, 0.055970066864091034)	(122, 0.06372105694267145)	(124, 0.07251769466774013)	(126, 0.08293863941647989)	(128, 0.09467933362195238)	(130, 0.10826006312767728)	(132, 0.12521376768724415)	(134, 0.1447739774238582)	(136, 0.16689754668220316)	(138, 0.19231541362293103)
Cross-gam-3_R2_001 - illumina_universal_adapter	(1, 0.00016750666181607982)	(2, 0.00021826625630580096)	(3, 0.00030963352638729906)	(4, 0.0005989632149787096)	(5, 0.0007664698767947894)	(6, 0.000999964011447507)	(7, 0.001182698551610503)	(8, 0.0014263446051611644)	(9, 0.001664914699262854)	(10, 0.002063377516007165)	(12, 0.0026217330553940975)	(14, 0.003073493446352616)	(16, 0.0037156023166475885)	(18, 0.004147058869810219)	(20, 0.004555673605452474)	(22, 0.004954136422196785)	(24, 0.005342447320043152)	(26, 0.005700302461195686)	(28, 0.0062205883047153285)	(30, 0.007113957167734421)	(32, 0.008362643192181562)	(34, 0.009697620527261228)	(36, 0.011352383307626137)	(38, 0.013392919006112926)	(40, 0.015659334900078977)	(42, 0.018336903509411768)	(44, 0.021489074327223454)	(46, 0.024955954630871406)	(48, 0.02944056480403827)	(50, 0.03506726585322386)	(52, 0.041858899595948545)	(54, 0.0498230799713858)	(56, 0.05923644676950459)	(58, 0.07015483554424361)	(60, 0.08287265194364325)	(62, 0.09861827815435475)	(64, 0.11706431479191942)	(66, 0.13749758955375668)	(68, 0.16204239146926133)	(70, 0.18968606662836346)	(72, 0.22245899881065195)	(74, 0.2611784174874112)	(76, 0.3047123837015206)	(78, 0.35320302431755124)	(80, 0.40979489621414134)	(82, 0.4734499656839761)	(84, 0.5451631207790542)	(86, 0.6247820827159063)	(88, 0.713855019126469)	(90, 0.8106078821833265)	(92, 0.918373039264729)	(94, 1.037023591384452)	(96, 1.1663158924889454)	(98, 1.3096939810643362)	(100, 1.4609702625423278)	(102, 1.6272688460095521)	(104, 1.8075339319006236)	(106, 2.000547289947788)	(108, 2.2060475082394246)	(110, 2.427445631525241)	(112, 2.6634472901457507)	(114, 2.9158036901108484)	(116, 3.1860553851132973)	(118, 3.472669435399508)	(120, 3.7766255011431316)	(122, 4.095421134335825)	(124, 4.435129720458284)	(126, 4.796365450603833)	(128, 5.1798389590953295)	(130, 5.582679790864379)	(132, 6.003116436063291)	(134, 6.446641082815852)	(136, 6.915045544807549)	(138, 7.401228554769272)
Cross-gam-3_R2_001 - polyg	(1, 0.022303765818783475)	(2, 0.023283425992435096)	(3, 0.023719958505046698)	(4, 0.0240651237475768)	(5, 0.02440013707120896)	(6, 0.024724998475943175)	(7, 0.025085391596820196)	(8, 0.025471164514942076)	(9, 0.02581632975747218)	(10, 0.02649650832363444)	(12, 0.027247750322082317)	(14, 0.028037062016397482)	(16, 0.02873246846090666)	(18, 0.029430412885140325)	(20, 0.0300902876135067)	(22, 0.030808535875536256)	(24, 0.03151917019839235)	(26, 0.03217396896730976)	(28, 0.03290490712796174)	(30, 0.033569857815777086)	(32, 0.034298257996704586)	(34, 0.03508249373157078)	(36, 0.03581596987194725)	(38, 0.03664081328240522)	(40, 0.03737936538223066)	(42, 0.03803416415114806)	(44, 0.03870672877813687)	(46, 0.03949857845217652)	(48, 0.04038687135574664)	(50, 0.041201562847306666)	(52, 0.041985798582172856)	(54, 0.04285632562767157)	(56, 0.04366847913950711)	(58, 0.044434949016301906)	(60, 0.04536638757518828)	(62, 0.04634858572856439)	(64, 0.04722926469296105)	(66, 0.048041418204796585)	(68, 0.048896717371948395)	(70, 0.05001342845072226)	(72, 0.0510438482188636)	(74, 0.05204635021003559)	(76, 0.05316559926853394)	(78, 0.05431276610400164)	(80, 0.055827939999519814)	(82, 0.057289816320823785)	(84, 0.05894711708091318)	(86, 0.0605815760234822)	(88, 0.06218557920935739)	(90, 0.06383019007082436)	(92, 0.06557378214154627)	(94, 0.06715494350990109)	(96, 0.06895437113456171)	(98, 0.07059898199602867)	(100, 0.07234511204647508)	(102, 0.07413946371168673)	(104, 0.0761063979981634)	(106, 0.07846671914193545)	(108, 0.08140569966289031)	(110, 0.08465177573050797)	(112, 0.08792830755481948)	(114, 0.09145356139213061)	(116, 0.09538996794480849)	(118, 0.10009030639455666)	(120, 0.10511550624903906)	(122, 0.11054424487971473)	(124, 0.11709477054861325)	(126, 0.12488383032306095)	(128, 0.13417283611467995)	(130, 0.1446293125795625)	(132, 0.15678115950040172)	(134, 0.17054716152601412)	(136, 0.18642476268239888)	(138, 0.20579716191940098)
RESUB-WT-WYS-4_R1_001 - illumina_universal_adapter	(1, 0.00013085071899812185)	(2, 0.00019218699352849144)	(3, 0.00027805777787100894)	(4, 0.0004947792812116482)	(5, 0.0006624317649279918)	(6, 0.0008791532682686311)	(7, 0.0010140930722354442)	(8, 0.001181745555951788)	(9, 0.0013453089546994403)	(10, 0.0016560794123199796)	(12, 0.0020813442490638756)	(14, 0.0024595846086678218)	(16, 0.002909383955223865)	(18, 0.0033694060142016374)	(20, 0.0051031780409267515)	(22, 0.00536283493643865)	(24, 0.0055979573221384)	(26, 0.00586170330261899)	(28, 0.006446442453141846)	(30, 0.007382842910972156)	(32, 0.008728151865671597)	(34, 0.01052326016692708)	(36, 0.012283611245948688)	(38, 0.014628701475493153)	(40, 0.017699604286980326)	(42, 0.021414537981036378)	(44, 0.025401395825510403)	(46, 0.030167224356520122)	(48, 0.03569157814922208)	(50, 0.04231794034098634)	(52, 0.05067603001699138)	(54, 0.060819005281830166)	(56, 0.07244427384781955)	(58, 0.08557228113980299)	(60, 0.10142975264838788)	(62, 0.12107780592294962)	(64, 0.14353301602851792)	(66, 0.16984423325956216)	(68, 0.19970068715846173)	(70, 0.23435159318315185)	(72, 0.2756145496022159)	(74, 0.3234670664483259)	(76, 0.3780318162705427)	(78, 0.4401204824351515)	(80, 0.5107083117071852)	(82, 0.591612902355227)	(84, 0.68259095382364)	(86, 0.7840820427465582)	(88, 0.896110703633794)	(90, 1.0194170608646804)	(92, 1.156654930583898)	(94, 1.308824094066292)	(96, 1.4754297720306506)	(98, 1.657768204412049)	(100, 1.856405729478651)	(102, 2.0703855013477828)	(104, 2.3025289886478415)	(106, 2.5542898610851967)	(108, 2.8239200348357327)	(110, 3.112002204507488)	(112, 3.4157333023544254)	(114, 3.7435552442944076)	(116, 4.096799027484744)	(118, 4.472841503918018)	(120, 4.87267018761417)	(122, 5.29201811840837)	(124, 5.739950797676206)	(126, 6.217578411986678)	(128, 6.719836629606062)	(130, 7.2475902920052375)	(132, 7.8011665259816985)	(134, 8.381616226372397)	(136, 8.99222906203465)	(138, 9.631641323131394)
RESUB-WT-WYS-4_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00023307784321540453)	(4, 0.00031894862755792197)	(5, 0.00035575039227614375)	(6, 0.00045388843152473516)	(7, 0.0005274919609611786)	(8, 0.000584739150522857)	(9, 0.0007033226146149049)	(10, 0.0008525742159721376)	(12, 0.0010754293467658137)	(14, 0.0012757945102316879)	(16, 0.0015374959482279318)	(18, 0.001842132778395434)	(20, 0.0020506761117986905)	(22, 0.0021876604582498497)	(24, 0.002383936536747032)	(26, 0.00257816807275987)	(28, 0.002809201373490928)	(30, 0.0030259228768315678)	(32, 0.003254911635078281)	(34, 0.0035063903606527965)	(36, 0.003968456962114914)	(38, 0.004287405589672836)	(40, 0.004651334151886363)	(42, 0.004906901962429568)	(44, 0.005234028759924873)	(46, 0.00558364552474798)	(48, 0.005849436047712916)	(50, 0.006213364609926442)	(52, 0.006616139479342536)	(54, 0.007012780721305593)	(56, 0.007346041146253934)	(58, 0.007724281505857879)	(60, 0.008014606538634964)	(62, 0.008372401473395453)	(64, 0.008711795525796831)	(66, 0.009104347682791197)	(68, 0.009496899839785562)	(70, 0.010249291474024763)	(72, 0.010876966016718878)	(74, 0.011649803075801535)	(76, 0.012359259317869478)	(78, 0.013060537390000036)	(80, 0.013870176213800916)	(82, 0.014706394089898288)	(84, 0.01554670105096435)	(86, 0.016421765234264293)	(88, 0.017478793698670995)	(90, 0.019374084581659415)	(92, 0.020369776771535748)	(94, 0.02113239111819668)	(96, 0.021903183634794987)	(98, 0.022870252229890482)	(100, 0.024368901870915848)	(102, 0.02628259363626338)	(104, 0.02858679301612093)	(106, 0.031126114781678232)	(108, 0.03407434504410466)	(110, 0.03778110056822334)	(112, 0.042082817955286594)	(114, 0.04681593380654678)	(116, 0.052270773154780986)	(118, 0.058418712405208365)	(120, 0.06603258861691158)	(122, 0.07504288734542289)	(124, 0.08592803153207915)	(126, 0.09836907254932244)	(128, 0.11229240686771635)	(130, 0.1285833213829825)	(132, 0.14928022495201354)	(134, 0.1721831898616536)	(136, 0.19986425055720938)	(138, 0.23027273092688227)
RESUB-WT-WYS-4_R2_001 - illumina_universal_adapter	(1, 0.00013085071899812185)	(2, 0.00019627607849718277)	(3, 0.00027805777787100894)	(4, 0.0005111356210864134)	(5, 0.0006828771897714484)	(6, 0.0009118659480181616)	(7, 0.0010590730068910487)	(8, 0.0012308145755760835)	(9, 0.0014066452292298098)	(10, 0.0017194602293346948)	(12, 0.002150858693531628)	(14, 0.0025434108505259932)	(16, 0.0030075219944724566)	(18, 0.003477766765871957)	(20, 0.005078643531114604)	(22, 0.005326033171720429)	(24, 0.005567289184873215)	(26, 0.0058412578777755336)	(28, 0.006405551603454933)	(30, 0.007370575656066082)	(32, 0.008717929153249867)	(34, 0.010535527421833155)	(36, 0.0123020121283078)	(38, 0.014659369612758337)	(40, 0.017713916084370743)	(42, 0.021396137098677267)	(44, 0.025376861315698253)	(46, 0.030128378049317554)	(48, 0.03566091001195689)	(50, 0.042246381354034246)	(52, 0.050584025605195815)	(54, 0.06064726371314513)	(56, 0.07222959688696326)	(58, 0.08533715875410325)	(60, 0.10108422496853348)	(62, 0.12063822928881529)	(64, 0.14311388481922707)	(66, 0.16939647845549044)	(68, 0.19913639343278233)	(70, 0.23376276494766032)	(72, 0.2748989597326949)	(74, 0.3225592895852764)	(76, 0.37690527336166824)	(78, 0.43858503102940793)	(80, 0.5086862591901673)	(82, 0.5889365962432186)	(84, 0.6791867905872044)	(86, 0.7800563385948815)	(88, 0.8910852182072724)	(90, 1.0134020168757356)	(92, 1.1497382433593568)	(94, 1.3005232515798486)	(96, 1.465364489380217)	(98, 1.6457135819243471)	(100, 1.8422350055196515)	(102, 2.0542417938913897)	(104, 2.284183308935808)	(106, 2.5333517015030127)	(108, 2.7995552220497855)	(110, 3.0838243199882367)	(112, 3.383312992180157)	(114, 3.7066062725173134)	(116, 4.054748922209207)	(118, 4.424903116287565)	(120, 4.818037967889969)	(122, 5.229767933387498)	(124, 5.6690317525217075)	(126, 6.137673602613482)	(128, 6.629300199314269)	(130, 7.146822971121778)	(132, 7.689319829375569)	(134, 8.256897090284829)	(136, 8.853805357674512)	(138, 9.476360365987826)
RESUB-WT-WYS-4_R2_001 - polyg	(1, 0.022751668765798434)	(2, 0.02367580196872267)	(3, 0.02407653229565442)	(4, 0.024342322818619352)	(5, 0.02461220242655298)	(6, 0.024837102099831)	(7, 0.025131516217576776)	(8, 0.025352326805886106)	(9, 0.025589493734070202)	(10, 0.02596364500870546)	(12, 0.026442067950042343)	(14, 0.026920490891379226)	(16, 0.027386646577810033)	(18, 0.027932539421130324)	(20, 0.028547946708918363)	(22, 0.029097928637207345)	(24, 0.029670400532824125)	(26, 0.030269451480737404)	(28, 0.030893036938462827)	(30, 0.03141643981445531)	(32, 0.032003223507462514)	(34, 0.03271267974953046)	(36, 0.033360799717068026)	(38, 0.03409070138397943)	(40, 0.034681574161955324)	(42, 0.035311293247133786)	(44, 0.03598190318199916)	(46, 0.03671180484891056)	(48, 0.03745601831321238)	(50, 0.03818796452260812)	(52, 0.03911618681050105)	(54, 0.03986244481728721)	(56, 0.04063937096133856)	(58, 0.04153079148451327)	(60, 0.042246381354034246)	(62, 0.04304784200789774)	(64, 0.043988331550696744)	(66, 0.04484090576666888)	(68, 0.04564645550550106)	(70, 0.046609435015627865)	(72, 0.047554013643395565)	(74, 0.04845974596396069)	(76, 0.049418636389118795)	(78, 0.05061673828494535)	(80, 0.051980448122003906)	(82, 0.05319286181522087)	(84, 0.05454839348234204)	(86, 0.0560245531560396)	(88, 0.05752729188203366)	(90, 0.05894824890865389)	(92, 0.06076789171972152)	(94, 0.06307413564206342)	(96, 0.06481813038121026)	(98, 0.06632700273465736)	(100, 0.06775409338873062)	(102, 0.06938972737620713)	(104, 0.07123390469708693)	(106, 0.07350948048216363)	(108, 0.07631459277068588)	(110, 0.0793609610723609)	(112, 0.08290210865524757)	(114, 0.08681945205525385)	(116, 0.09129700009597083)	(118, 0.09661076601278518)	(120, 0.1023845539885773)	(122, 0.10898842621301377)	(124, 0.11630993284945555)	(126, 0.12506057468245496)	(128, 0.13551227586242992)	(130, 0.1476241455396936)	(132, 0.16146365361622933)	(134, 0.1769490183926633)	(136, 0.19552982049039658)	(138, 0.217447315922582)
RNAi-S5-1_R1_001 - illumina_universal_adapter	(1, 0.0005204188525474406)	(2, 0.000651739497582776)	(3, 0.000899789604871743)	(4, 0.0013423888159167625)	(5, 0.0018725351236520058)	(6, 0.0024707736177018674)	(7, 0.0027528698181481437)	(8, 0.003321925946634597)	(9, 0.0037158878817406035)	(10, 0.004267920963648402)	(12, 0.00533307730671279)	(14, 0.006193957090833323)	(16, 0.006977017233451435)	(18, 0.007655507232800668)	(20, 0.008458022285794384)	(22, 0.00895655436416927)	(24, 0.009418608485589893)	(26, 0.009943891065731236)	(28, 0.010812066441242621)	(30, 0.011964769880997232)	(32, 0.013791099592507176)	(34, 0.015892229913072542)	(36, 0.01847000553784024)	(38, 0.021684929477409007)	(40, 0.026003919580793372)	(42, 0.03121053997006473)	(44, 0.03674546197192442)	(46, 0.04308046716298089)	(48, 0.05015475894831034)	(50, 0.06028347166260983)	(52, 0.07221419545044976)	(54, 0.08666433013193056)	(56, 0.10303806907679933)	(58, 0.12256107163871921)	(60, 0.14505094803291887)	(62, 0.1722051391896699)	(64, 0.20499152690015865)	(66, 0.24286050994627428)	(68, 0.28579263341764116)	(70, 0.3345587981378927)	(72, 0.39251983987441463)	(74, 0.4602885883040386)	(76, 0.5352580854364335)	(78, 0.6200741990826815)	(80, 0.7130054422193539)	(82, 0.8168095483921927)	(84, 0.9358055077045823)	(86, 1.0699981838841164)	(88, 1.217235377470494)	(90, 1.3754937777846519)	(92, 1.5489343037831729)	(94, 1.7374961588711328)	(96, 1.9433218150536455)	(98, 2.1681549186731246)	(100, 2.4052300246464533)	(102, 2.6588199176648737)	(104, 2.933535411487405)	(106, 3.2280730271188807)	(108, 3.546328610362016)	(110, 3.883161201150058)	(112, 4.239701616148587)	(114, 4.621141884564095)	(116, 5.026064229802958)	(118, 5.458610115911384)	(120, 5.919173504824477)	(122, 6.398009918307858)	(124, 6.9031323475724795)	(126, 7.439973576340728)	(128, 8.012774775074487)	(130, 8.609486058659861)	(132, 9.225326382872051)	(134, 9.872518295154531)	(136, 10.555735837725036)	(138, 11.272731968435185)
